,kcat,MW,kcat_MW
LPLIPAL2ATG181,19600.746890000002,38.9783,502.8630517493068
2DGULRy,19562.416230000006,70.791,276.3404420053397
OCBT_reverse,19557.83972,110.4814,177.02382229044892
DHNPTE,19512.83723,108.9562,179.08881945222026
DHCINDO,19495.60768,136.7842,142.52821363870973
GLYCDx,19473.16795,309.6976,62.87800728840004
PAPA181,19467.0968,29.0213,670.7865188671767
URIK1,19423.5383,24.3531,797.5797044318792
FACOAL100t2pp,19405.05356,60.7731,319.3033358508945
E4PD_reverse,19375.48784,142.13,136.32229536339972
AACPS8,19300.13799,89.3395,216.0314081677197
AACPS7,19220.43512,89.3395,215.1392734456763
ALLPI,19201.33747,32.1466,597.305390616737
DKGLCNR2x,19157.06075,70.791,270.6143542258197
REPHACCOAI,19156.915780000007,28.4046,674.4300493582027
CLPNS160pp_reverse,19150.79185,47.6335,402.0446083113777
PUNP7,19138.3919,179.0077,106.91379141791107
NADH5,19111.97638,40.34,473.77234457114525
AMANK,18940.18921,29.6439,638.9236642277164
NTD5pp,18932.087880000006,60.824,311.2601584900698
CDGR,18930.249659999998,65.175,290.45262232451086
ECOAH8,18863.035219999998,77.0722,244.74499521228145
LPLIPAL2A180,18839.70967,38.9783,483.33841316835264
GLGC,18829.61562,194.7906,96.66593572790472
MPTG,18797.02545,128.5965,146.17058356953729
PUNP5,18776.87584,155.6995,120.59689234711736
PSURIK,18771.63941,33.573,559.1290444702588
PCNO_reverse,18766.78821,69.44800000000001,270.2279145547748
PGSA141,18750.23108,20.7006,905.7820101832796
TMAOR2pp,18727.86361,129.2504,144.89598183061716
NODOy,18721.97778,43.8677,426.7827531418333
CLPNS141pp_reverse,18706.27168,47.6335,392.7125170310812
F6PP,18699.030430000006,20.7798,899.8657556858102
2AGPEAT141,18684.28389,80.7,231.5276814126394
SPMDAT2,18678.29696,87.54799999999999,213.34921368849086
AGPAT141,18651.920019999998,27.4532,679.4078657497122
PSSA140,18624.88315,52.8018,352.73197409936785
TDPDRE,18583.91096,21.2701,873.7105589536487
FACOAL141t2pp,18524.51186,60.7731,304.81433166976836
EAR140x,18506.45411,111.4558,166.04298843128842
ARHGDx,18504.6326,176.7031,104.72160703462477
CCGS,18471.57179,25.5142,723.9722111608438
APG3PAT160,18407.655069999997,22.1934,829.4202361963464
O16AP1pp,18394.40465,81.199,226.53486680870446
NTD1,18381.74158,20.255,907.5162468526293
GMAND,18347.65327,84.0937,218.18106790401657
HKNTDH,18327.29297,63.8749,286.924800978162
PSSA181,18305.1176,52.8018,346.67601483282766
HADPCOADH3_reverse,18258.39275,51.7326,352.93785253399216
SARCOX,18240.219530000002,40.902,445.9493308395678
DAGK120,18231.9674,39.734,458.85054109830367
GUI1_reverse,18227.31552,53.9872,337.62290913401694
G3PAT181,18222.06537,100.021,182.18239539696663
CLPNS180pp,18171.28853,47.6335,381.48127956165314
NTD6pp,18118.8497,60.824,297.88980829935554
RMI_reverse,18114.759319999997,188.7978,95.94793646959869
MOCDS,18106.421459999998,21.5138,841.6189357528655
DAGK161,18097.76754,39.734,455.47308451200485
PSD181,18069.53214,35.9344,502.847748675364
NTD1pp,18062.0881,60.824,296.95659772458237
LPLIPAL1E120pp,18049.24557,94.4886,191.02035134397164
BETALDHx,18043.37702,211.6445,85.25322897594788
CYNTAH,18024.119290000002,170.4884,105.72050233329658
IGPS,18000.0,49.4923,363.69293809340036
PRAIi,18000.0,49.4923,363.69293809340036
ANPRT,18000.0,113.7399,158.25580996642339
TRPAS2_reverse,18000.0,211.0938,85.2701500470407
GMPS2,18000.0,117.3584,153.37632414893181
ACOTA,17996.38411,44.7291,402.34174418890603
YUMPS,17972.16522,98.73,182.03347736250385
NTD9pp,17969.264030000002,60.824,295.43048845850325
ORPT_reverse,17956.83112,47.13399999999999,380.9740552467433
PAPA141pp,17942.63231,29.0213,618.2573595945048
ACP1p,17920.62895,98.8772,181.24126643958363
THRA2,17869.47753,90.6332,197.1626018942286
R15BPK,17862.195880000007,20.7296,861.6758586755172
MACPD,17858.85608,85.2266,209.54556535166247
DHPTPE_reverse,17788.09141,112.6563,157.89699652837882
PAPA161,17767.63809,29.0213,612.2275049704872
DHPTPE,17759.952240000002,112.6563,157.64721759901582
PUNP1,17754.490680000006,155.6995,114.03049258347008
ALAALAr,17736.16695,39.3158,451.1205914670437
POAACR,17716.71901,13.7629,1287.2809516889606
MCOATA,17706.542980000002,41.0567,431.2704864248709
CBIAT,17689.46963,21.9989,804.107006713972
DGUNC,17685.97519,38.546,458.827769158927
FA120ACPHi,17684.13687,22.9611,770.178121692776
HXPRT,17665.84585,67.8824,260.24191616678263
FMNRx2,17654.45437,26.242,672.7556729669993
PRAGSr_reverse,17654.101469999998,45.9404,384.2827112955046
IPMD,17640.0,40.3149,437.55534554221884
DSERDHr_reverse,17622.70624,108.9957,161.68258234040425
APH181,17581.02807,10.2998,1706.9290733800656
DHFR,17578.90389,17.9994,976.6383262775424
AGMH,17554.432530000002,37.5947,466.9390241177612
UAGAAT,17547.896930000006,92.8795,188.9318625746263
T2DECAI_reverse,17543.29767,37.9381,462.41898434555236
ANS,17526.9833,228.7288,76.62779370153649
PGPP141pp,17501.08267,19.4181,901.2767814564764
2DGULRGx,17496.28312,70.791,247.1540608269413
FACOAL80t2pp,17459.32014,60.7731,287.2869763102425
OAADC,17454.564169999998,66.8521,261.092234499739
2AGPGAT120,17444.69856,80.7,216.16726840148698
PGPP180,17375.97622,19.4181,894.8340064166937
NDPK3,17317.196809999998,23.586,734.2150771644195
SDPTA,17299.467119999998,44.7291,386.76090330456003
DASYN180,17275.5872,31.4538,549.236887116978
IMPC,17248.07481,57.3292,300.86020404959424
PGPP181,17233.97969,19.4181,887.5214202213399
2AGPEAT120,17213.08318,80.7,213.2971893432466
CLPNS120pp_reverse,17185.48773,47.6335,360.7857438567395
GUAPRT,17179.199959999998,67.8824,253.07296088529569
DKGLCNR2y,17120.400569999998,70.791,241.84431029368145
NTD3pp,17056.30725,60.824,280.42067687097204
HCO3E_reverse,17055.96902,47.5285,358.85771736957827
TALA_reverse,17007.888619999998,35.6588,476.9618893512962
NTD12pp,17007.54339,60.824,279.6189561686176
3OAR181,16993.44901,102.2412,166.20940491700017
EAR181y,16968.83979,111.4558,152.24725667035725
O16AP3pp,16964.838490000002,81.199,208.92915540831783
2AGPEAT161,16922.379390000002,80.7,209.6949118959108
AACPS6,16920.24286,89.3395,189.39262991174115
MSAR,16893.06136,21.5704,783.1593925008345
ADSL1r_reverse,16835.379419999994,206.1712,81.65728006627499
3OAS180,16822.95266,85.2266,197.3908692825948
NADPHQR4,16809.95379,43.7818,383.94843953423566
GLCRD,16806.78677,48.8496,344.05167636991905
HPYRRx,16797.03153,35.3434,475.25228274585925
CYSTL,16792.149409999998,87.2837,192.3858568094616
3HAD181,16748.6226,37.9381,441.472361557379
DHPPD,16735.64013,28.4996,587.223684893823
FEENTERR4,16687.14684,28.872,577.9698960931007
EDTXS3,16672.68023,35.4934,469.7402962240868
NTD10pp,16669.85067,60.824,274.06699115480734
ASR,16666.55749,40.2035,414.55488925093584
IPDDI,16631.67284,20.5083,810.9727690739846
3HPPPNH,16534.68041,62.1857,265.8920042710784
RHMND_reverse,16526.487559999998,353.80800000000005,46.71032752227196
NTD4pp,16503.42699,60.824,271.33083963567015
4HTHRA_reverse,16492.0015,145.9788,112.97531901892602
LPLIPAL2ATE161,16457.649019999993,38.9783,422.22593135154676
RNTR4c2,16403.761469999998,179.7453,91.2611426835639
PUNP2,16381.18715,155.6995,105.21027459946885
SBTPD,16357.75901,111.4315,146.796543257517
LPLIPAL2G140,16311.887169999998,38.9783,418.4863672864132
NTD7pp,16283.31909,60.824,267.7120723727476
PAPA180pp,16282.170180000001,29.0213,561.0420684118217
POR5,16213.797690000001,148.5246,109.16573880690471
PAPA160,16190.81334,29.0213,557.8941446454845
3OAR60_reverse,16171.498430000001,102.2412,158.170076544485
ALPATE160pp,16171.43159,82.0363,197.12531635385798
ADK1_reverse,16170.04165,23.586,685.5779551428814
ACCOAL,16156.30072,69.351,232.96420700494582
NTD11pp,16148.022930000001,60.824,265.4876846310667
GPDDA3,16136.670869999998,27.4096,588.7233257690735
SUCBZL,16127.31824,200.7387,80.33985594207795
ACOXT,16076.64152,83.34200000000001,192.89963667778545
PUNP3,16041.29791,155.6995,103.02729238051502
ADSL2r_reverse,15978.08037,206.1712,77.4990899310864
EAR120x,15973.78694,111.4558,143.31947677913578
CPH4S,15951.343980000001,82.6373,193.0283779842759
HMPK1,15927.764809999999,61.6948,258.1702965241803
PUNP4,15875.68535,155.6995,101.96362448177419
NTD8pp,15863.734390000001,60.824,260.81373125739844
DSERDHr,15835.521830000005,108.9957,145.28574824511426
DHPTDNR,15829.23579,47.8104,331.08352555092614
EAR40y,15779.792,111.4558,141.5789218685793
3OAR160_reverse,15760.16442,102.2412,154.146903792209
LPLIPAL1A181pp,15755.14779,94.4886,166.74125545303878
LIPAMPL,15754.36386,37.9259,415.3985498036962
DHBD_reverse,15751.76703,104.9986,150.01882910819762
PPCSCT,15747.6871,53.8244,292.5752465424603
PAPA120pp,15536.054769999999,29.0213,535.3328338151633
3OAR40_reverse,15479.59285,102.2412,151.4026913807741
PMANM_reverse,15462.384880000001,50.4626,306.41276668265215
LPLIPAL1G161pp,15394.04218,94.4886,162.9195710381993
FACOAL140t2pp,15392.79644,60.7731,253.28305516750007
CSND,15341.805559999999,285.5459,53.72798404739833
LPLIPAL2ATG120,15263.39692,38.9783,391.5870348373325
EAR140y,15246.014640000001,111.4558,136.78978249673864
GLCTR2,15230.70238,39.4232,386.3385615576616
3OAS140,15220.88429,85.2266,178.59311869768356
LPLIPAL2ATE120,15214.42477,38.9783,390.3306396122972
DADK,15176.868180000001,23.586,643.4693538539813
PAPA180,15173.4659,29.0213,522.8389458776829
NDPK8,15171.87038,23.586,643.2574569659969
ASPO6,15120.0,60.3374,250.590844153046
KDOCT2,15120.0,27.6144,547.5404136972014
NNATr,15120.0,24.528,616.4383561643834
OMPHHXy,15108.67816,42.2883,357.2779742860318
UDCPDP,15096.38615,22.3986,673.9879345137642
UDPGALPpp,15095.453940000001,60.824,248.18252564777058
LPLIPAL1E160pp,15013.90298,94.4886,158.8964486721149
ACPPAT120,14929.359019999998,46.854,318.6357412387416
FDMO4,14910.811580000001,166.9451,89.31565874050811
DHCIND,14890.464409999999,28.4996,522.4797684879786
CYSTA,14883.03104,87.1467,170.7813496093369
PAPA161pp,14822.92706,29.0213,510.7602712490482
EAR141x,14822.30279,111.4558,132.98816921147218
PLIPA2A160pp,14809.585509999999,66.3263,223.28375787583505
LPLIPAL2ATG140,14782.19516,38.9783,379.24165907697363
LKDRA,14748.353990000001,173.49599999999995,85.00688194540508
ACPPAT181,14737.83642,46.854,314.5480945063388
EAR80x,14706.89696,111.4558,131.95272888445464
3OAR60,14676.623309999999,102.2412,143.5490126289597
DURADx_reverse,14611.841519999998,178.7966,81.72326274660702
MLTGY4pp,14600.99625,22.2266,656.9154189124743
DHBD,14589.980730000001,104.9986,138.9540501492401
CRNCDH_reverse,14573.285080000001,28.1902,516.9628126086371
NDPK8_reverse,14417.88494,23.586,611.2899576019672
FBA3,14400.0,78.2945,183.92096507417503
PGAMT_reverse,14400.0,47.5436,302.87988288644533
THRS,14400.0,47.1138,305.64293264393865
LPLIPAL1A161pp,14398.00521,94.4886,152.37822562721848
UGLCURPpp,14359.62176,60.824,236.08479810601082
TDPAGTA,14344.149919999998,167.6041,85.58352641731318
LPLIPAL2ATG180,14302.36908,38.9783,366.93157680042486
EAR60y,14300.646719999999,111.4558,128.30778407225105
TDPDRR,14288.31244,32.6941,437.0303033269
ULA4NFT,14287.535280000002,445.7333,32.05400018351781
LPLIPAL1G180pp,14240.04696,94.4886,150.7065080866898
GLCTR3,14212.741919999999,39.0403,364.05309180513467
3OAS60,14210.826309999999,85.2266,166.74167818497978
RZ5PP,14207.16538,23.3085,609.527227406311
AGM3Pt2pp,14196.18975,53.2452,266.6191459511844
LSERDHr,14125.37111,108.9957,129.59567313205937
LIPAabcpp,14115.54858,128.9214,109.48956945860037
NTD6,14096.05511,20.255,695.9296524314984
EAR121x,14092.40007,111.4558,126.43936044602434
ACANTHAT,14042.58626,64.5492,217.5485716321813
UDPGPpp,13977.353340000001,60.824,229.79996941996586
3HCINNMH,13931.45469,62.1857,224.02987648285702
ASPTA,13921.649019999999,87.0756,159.88002402510003
ICHORT,13917.92539,32.5543,427.5295549282277
UACGALPpp,13846.870869999999,60.824,227.6547229711956
LPLIPAL1E161pp,13796.972919999998,94.4886,146.01732822795557
NADHXE,13737.72351,54.65,251.3764594693504
APCS,13709.81887,64.6428,212.0857832581509
IGPDH,13680.0,80.5559,169.81996352843183
HISTP,13680.0,80.5559,169.81996352843183
CLPNS161pp_reverse,13654.34394,47.6335,286.65422318326387
3HAD40,13622.609569999999,37.9381,359.0746392149317
UDPG4E,13617.812890000001,74.5302,182.71536759595443
EAR60x,13560.4688,111.4558,121.66678450112065
ATHRDHr,13509.715890000001,108.9957,123.94723727633291
DAGK181,13406.265309999999,39.734,337.4003450445462
DADK_reverse,13343.777090000001,23.586,565.7498978207412
EAR100x,13324.879190000001,111.4558,119.55303528394217
SELR,13273.523720000001,233.0425,56.95752371348575
DUTPDP,13211.96805,16.3707,807.0496710586598
FOMETRi,13204.69489,21.1054,625.6548035100022
3OAS181,13204.15682,86.0915,153.3735249124478
CYSDS,13182.37802,172.8495,76.26506307510292
CYSSADS,13159.474390000001,86.4684,152.18824900194755
NADHXE_reverse,13156.18454,54.65,240.73530722781337
NDPK2_reverse,13143.65765,23.586,557.2652272534555
LPLIPAL2A181,13091.78521,38.9783,335.87368381894544
ADPRDP,13031.08768,42.3063,308.01766356311003
DURIK1,13012.21128,23.4566,554.7356087412497
MEPCT,12960.0,51.4745,251.77515080282467
KARA2,2700.0,216.2761,12.484042388410002
GLCS1,12943.08398,52.8224,245.0302140758466
ACM6PH,12910.85677,62.4398,206.7728719502625
EAR180x,12882.05534,111.4558,115.57994595166876
O16AP2pp,12811.16978,81.199,157.7749698887917
CBPS,12764.65483,318.5455,40.0716846729902
PLIPA1A160pp,12745.09621,66.3263,192.1575032830114
NDPK4,12739.59929,23.586,540.1339476808276
EDTXS1,12691.75649,35.4068,358.45533880497527
APH120,12612.9599,10.2998,1224.5829919027553
PRASCSi,12600.0,80.985,155.5843674754584
RNDR3,12566.47479,270.3917,46.47507593613266
LCARS,12525.20682,81.0267,154.5812284098945
TYROXDApp,12377.02951,168.7573,73.34218733056291
URIH,12358.14336,32.5608,379.5405321736567
42A12BOOXpp,12329.96585,168.7573,73.06330363190216
ASNN,12284.90508,33.394,367.8776151404445
ADK3_reverse,12279.193459999999,23.586,520.6136462308149
PLIPA1A180pp,12246.46773,66.3263,184.6396939072434
TMDPP_reverse,12184.75745,94.4142,129.05640729890206
PLIPA1E161pp,12158.281340000001,66.3263,183.31010986592048
XYLI1_reverse,12143.93448,198.968,61.03461099272246
DHACOAH_reverse,12132.60569,27.2374,445.43920087820425
FE3DCITR5,12098.3979,28.872,419.03567123857016
PLIPA2A181pp,12083.64247,66.3263,182.1847814517017
MLDCP1App,12050.76394,34.411,350.2009223794716
NADH18pp,12049.1586,540.4142,22.29615469023575
PPAKr,12000.389220000001,43.3841,276.608002009953
AIRC3,11996.22974,142.2426,84.33640653362636
IPPMIa,11963.94288,72.3693,165.31793011677604
TGBPA_reverse,11962.53261,77.9206,153.52208029712298
GRXR,11950.26729,9.1375,1307.8267896032833
LDH_D2,11899.87868,64.6123,184.17358119119731
HSTPT,11880.0,78.7203,150.9140590165434
DXPRIi,11880.0,86.77600000000002,136.9042131464921
UAGCVT,11880.0,44.8176,265.07443504337584
ADSS,11880.0,94.6899,125.46216650350249
DSBAO2,11874.51671,43.2467,274.5762499797673
3OAR40,11866.89778,102.2412,116.06766919793584
PLIPA2G161pp,11859.91282,66.3263,178.81161500038445
ORPT,11843.91592,47.13399999999999,251.28179063945342
LPLIPAL2G161,11808.07575,38.9783,302.93973185079915
PLIPA2E141pp,11806.14603,66.3263,178.00097442492645
KARA2_reverse,11785.948120000001,216.2761,54.494917006548576
MDDCP4pp,11770.529209999999,41.849,281.2618989701068
3OAR180_reverse,11764.099559999999,102.2412,115.06222110069127
UACGAMPpp,11672.57338,60.824,191.90736189661976
PLIPA2G180pp,11670.73496,66.3263,175.95938504032338
GTPDPDP,11616.65916,109.7423,105.85397936802856
MCPST,11568.74394,30.8118,375.46472260627417
MN6PP,11553.01474,24.33,474.84647513358004
HETZK,11542.766020000001,54.6783,211.10323510423697
ARGDCpp,11541.49804,295.5938,39.04512895737327
DHNCOAT,11519.68616,59.78,192.70134091669453
MLDCP3App,11472.2901,34.411,333.3901979018337
POX,11451.84521,248.0455,46.1683248033123
NNAM,11380.499609999999,23.362,487.1372147076449
LYSDC,11370.9205,805.903,14.109539857774449
LDH_D_reverse,11290.79911,146.1392,77.26057833900829
OXCDC,11287.64711,242.3249,46.580632489686366
FTHFD,11273.54495,191.6083,58.83641235791977
NTD3,11259.288059999999,20.255,555.8769716119476
BSORx,11186.78545,85.8507,130.30511632403696
LSERDHr_reverse,11184.7652,108.9957,102.61657294737316
FLVR,11168.07223,26.242,425.5800712598125
HISTD,11160.0,92.2207,121.01404565352465
MPTG2,11151.79658,128.5965,86.71928536157671
ICHORS_copy2_reverse,11143.4815,97.5291,114.2580163253839
MOAT3C,11125.6214,32.9201,337.9583111837449
PLIPA1E180pp,11091.56683,66.3263,167.2272813348551
DHNPA2r_reverse,11082.16412,108.9562,101.71210192719644
ASNS1,11068.89723,125.318,88.3264752868702
ENTERES,11061.15945,45.6519,242.29351790396458
APH180,11053.154040000001,10.2998,1073.1425891764889
GMPR,11043.44409,149.5347,73.85204965803925
PSD180,11039.19848,35.9344,307.2041965359099
MTRPOX,11031.882029999999,40.902,269.71497799618595
AGPAT140,11008.28694,27.4532,400.9837447000714
RNDR2,10997.84578,270.3917,40.67375507458254
GPDDA5,10984.70162,27.4096,400.76110632771
5DKGR,10950.243709999999,27.07,404.5158370890284
CYTK2_reverse,10897.88195,24.7463,440.3842978546288
CTBTCAL2,10877.64559,58.5591,185.75499947915867
DCTPD,10867.18117,63.7478,170.47146991739322
RNDR4,10859.48639,270.3917,40.16205523320428
UDPKAAT,10842.16108,41.6498,260.3172423396992
HEPT2,10836.90288,39.0421,277.5696717133556
GP4GH,10828.74747,31.2967,346.0028523774071
NADPHXD,10822.867470000001,54.65,198.03966093321137
GALUi,10809.57201,131.769,82.03425699519612
CLPNS140pp,10794.75856,47.6335,226.6211502409019
SPODMpp,10789.89295,17.680999999999994,610.2535461795146
FBA3_reverse,10772.90842,78.2945,137.5947023098685
ENTCS,10772.53122,23.2586,463.1633554900123
PLIPA1G180pp,10731.71028,66.3263,161.80173294756378
PSSA141,10725.55609,52.8018,203.128607168695
REPHACCOAI_reverse,10703.34754,28.4046,376.8174007027032
FE3DHBZS3R,10690.26984,28.872,370.26426433915213
FRULYSDG_reverse,10651.82164,462.8308,23.01450473909688
NADDP,10638.00544,59.3779,179.15765697338574
GLYOX,10623.003359999999,28.4344,373.5968882761725
G2PP,10610.83138,29.1721,363.7321749205576
UGLT_reverse,10608.99987,79.2914,133.79761071188048
PGLYCP,10590.845879999999,27.3892,386.6796357688431
PGSA160,10557.806929999999,20.7006,510.02419881549315
LPLIPAL2E161,10543.91586,38.9783,270.50732997590967
CLPNS181pp_reverse,10525.550870000001,47.6335,220.9695040255283
PLIPA2E120pp,10490.577440000001,66.3263,158.16617902702248
PYNP2r_reverse,10466.8948,162.9545,64.23200832134124
GLYAT,10460.27884,86.2341,121.30095681406776
13PPDH2_reverse,10451.444790000001,84.194,124.13526842767892
3OAR140_reverse,10447.04323,102.2412,102.18036593858444
ASPO3,10440.93368,60.3374,173.0424857551038
XPPT,10439.90187,67.8824,153.79394172863658
GPDDA1,10438.37512,27.4096,380.8291664234428
TRPS1,10429.37243,143.4143,72.72198400020082
UDPGDC,10429.01417,445.7333,23.397431087154583
GGPTRCS,10428.39012,638.1259,16.342214161813526
ARGSL_reverse,10424.18161,50.3182,207.1652326593559
GLCATr,10408.43895,60.288,172.64528513136943
G1PTT,10400.149,130.7742,79.52752913036363
ARGDC,10396.28729,844.2524,12.31419335023507
ACGAMT,10386.84518,81.9145,126.80105695572823
LPLIPAL1A141pp,10375.35393,94.4886,109.80535143922123
NDPK7_reverse,10352.40646,23.586,438.9216679386077
URDGLYCD,10345.53972,75.9342,136.24348080311637
HEPT1,10345.03235,35.5438,291.0502633370658
5DGLCNR,10326.6768,27.5627,374.66129225366166
CDAPPA161,10309.94605,28.4508,362.3780719698568
MLTP3_reverse,10299.24688,181.0448,56.88783593894992
HEMEOS,10296.6826,32.2485,319.29183062778117
NADH9,10293.426459999999,40.34,255.16674417451657
NTPP6,10261.67914,60.8246,168.7093567405293
ALLPI_reverse,10258.17606,32.1466,319.1060970678081
BMOGDS2,10255.58751,21.6429,473.8545901889303
HPYRI_reverse,10252.32424,58.7549,174.4930931718035
LIPACabcpp,10250.91946,128.9214,79.51293935684842
FACOAE60,10237.32554,127.8653,80.06335995770549
BWCOS,10232.073129999999,88.1345,116.09611593643804
NDPK5_reverse,10223.940779999999,23.586,433.47497583312133
VPAMTr_reverse,10207.799,46.7112,218.53000993337795
MALTATr_reverse,10202.84671,60.288,169.23511660695328
NTP10,10200.0983,36.4253,280.02784603009445
NTD5,10199.23647,20.255,503.54166724265616
NADHPO,10193.77953,319.964,31.85914518508332
FLVRx,10178.43535,26.242,387.8681255239692
NTPP2,10172.32877,14.9271,681.4671818370615
2MAHMP,10170.48834,17.4329,583.4077141496824
APH161,10164.79521,10.2998,986.8924843200841
CYANSTpp,10162.25352,11.4753,885.5762829729941
UPPRT,10152.73567,67.5998,150.18884183089295
APPLDHr,10147.77107,309.6976,32.766708783019304
CRNCAL2,10143.28302,58.5591,173.21446231243308
LPLIPAL2G160,10136.74444,38.9783,260.0612248353571
RMPA_reverse,10127.96802,120.582,83.99237050306016
LPLIPAL2A160,10123.72369,38.9783,259.7271735811978
ADPT,10116.3237,39.7178,254.70503653273846
FEOXAMR2,10115.68801,30.1128,335.92651663080153
LPLIPAL2G181,10096.07048,38.9783,259.0177221684886
LPLIPAL2G180,10096.050009999999,38.9783,259.01719700448706
MGSA,10091.64245,101.5115,99.4137851376445
ARGSS,10080.0,199.5936,50.50262132653552
ACOXT_reverse,10077.21241,83.34200000000001,120.91397386671787
ALKP,10071.37347,20.7798,484.67133803020243
DHNPTE_reverse,10065.04768,108.9562,92.37700727448278
CBMKr_reverse,10062.30195,31.6441,317.98350877414737
DKGLCNR1,10057.9245,29.4368,341.67859617893237
DGK1_reverse,10053.54912,47.1854,213.06482767974842
GTHOr_reverse,10041.29653,97.545,102.94014588138808
ADOCBLS,10035.97058,26.3856,380.3578686859499
NTP11,10027.83356,36.4253,275.29858532393695
GOFUCR,10022.30239,72.2823,138.6550011551929
ADK3,10020.99778,23.586,424.8705918765369
ALR2,10013.59023,29.4368,340.172512976954
GLCATr_reverse,10000.12983,60.288,165.87264181926753
TMDK1,9983.48333,23.4566,425.61510747508163
CYTDK1,9981.4541,24.3531,409.86379968053353
IDOND2,9973.965222,37.1466,268.5027760817949
DHCURR,9968.97298,75.22,132.53088247806434
CURR,9968.899921,75.22,132.52991120712576
AGM3PH,9954.457142,37.5947,264.78352379457743
AGM4PH,9954.435204000001,37.5947,264.7829402548764
ECA4OALpp,9951.766805,46.8777,212.29213047995103
CBLAT,9949.384616,21.9989,452.2673686411593
AI2K,9941.061581999998,57.545,172.75282964636367
NTD8,9939.384184,20.255,490.7126232535177
PPAKr_reverse,9938.898806000001,43.3841,229.0908145149952
G1PP,9921.660322,22.732,436.4622700158368
PGPP140,9921.214537,19.4181,510.9261223806655
NDPK7,9921.020926000001,23.586,420.63176994827455
PPPGO,9913.181558,84.9052,116.75588253722977
DGK1,9898.287581,47.1854,209.77437048324268
PUNP5_reverse,9894.50248,155.6995,63.54871068950125
G3PAT120,9886.455119,100.021,98.84379399326141
RNDR1,9882.905270000001,270.3917,36.550327802221744
NDPK6_reverse,9881.818517,23.586,418.9696649283474
R5PP,9881.341639,20.7798,475.5263110809536
UAGAAT_reverse,9875.081682,92.8795,106.32143456844622
G3PT,9873.825329000001,27.163,363.50275481353316
G6PP,9870.743437000001,23.007,429.03218311818136
2DOXG6PP,9865.296,23.007,428.7954100925805
NDPK5,9864.913493,23.586,418.25292516747226
NDPK6,9855.575546,23.586,417.85701458492326
NTP12,9852.661984,36.4253,270.489521953148
METNA,9848.755829000002,38.496,255.8384203293849
COLIPAabcpp,9847.991952,128.9214,76.38756600533348
PUNP2_reverse,9843.444108,155.6995,63.220781749459704
FDMO2,9825.639001000001,166.9451,58.855509991009036
CLPNS180pp_reverse,9824.361941,47.6335,206.24900418822887
LKDRA_reverse,9819.411113,173.49599999999995,56.59733430741919
ARHGDx_reverse,9808.834359999999,176.7031,55.51025624338225
NDPK1_reverse,9805.867045,23.586,415.7494719325024
PUNP3_reverse,9803.384518,155.6995,62.96349389689753
ACOATA_reverse,9801.989935,75.6698,129.53635314220472
LPLIPAL2ATE140,9795.360190000001,38.9783,251.30290931107825
APG3PAT120,9785.075695,22.1934,440.9002539043137
13PPDH2,9783.379271,84.194,116.2004331781362
THZPSN3,9779.036108,600.7306,16.278571639267252
LPLIPAL2ATE181,9769.098535,38.9783,250.6291586600749
PGSA181,9766.998331,20.7006,471.8219921644783
NTPP11,9764.884213,42.0777,232.06791751925599
MPTS,9753.689326,51.478,189.4729656552313
LPLIPAL1G160pp,9751.655563,94.4886,103.20457243519323
RU5PP,9743.191204,23.007,423.4881211805104
PPA2,9737.917049,26.9004,361.9989683796524
2AGPGAT180,9737.355798,80.7,120.66116230483273
PRPPS_reverse,9727.446006,34.2183,284.27613312175066
LPLIPAL2ATE180,9726.60245,38.9783,249.5389088287586
LPLIPAL2ATG141,9726.546006,38.9783,249.53746074097648
FDMO,9726.121987,166.9451,58.25940376207508
NTD9,9725.196348000001,20.255,480.13805717106897
NTD2,9722.766341,25.3006,384.2899512659778
MTHFR2,9720.0,132.4109,73.40785388514088
NTD7,9716.829343000001,20.255,479.7249737348803
G3PAT141,9708.960668000002,100.021,97.06922214334992
FDMO6,9703.843927,166.9451,58.12595833600387
ACPPAT180,9699.07613,46.854,207.0063629572715
ACPPAT140,9697.481201,46.854,206.9723225551714
APG3PAT161,9694.949292,22.1934,436.8392987104274
3HAD140,9689.000825,37.9381,255.38972233717558
2DDARAA_reverse,9688.408474,32.722,296.0824055375588
GLUTRR,9680.98199,92.6136,104.53088952378485
PAI2I,9678.496108,11.255,859.9285746779207
DURIPP_reverse,9672.277903,94.4142,102.445160823266
MECDPDH5,9667.011089,60.3838,160.09279126189475
QUINDHyi,9660.842064,62.4556,154.68336008300298
PLIPA2E140pp,9652.145284999999,66.3263,145.52515796901076
2AGPGAT160,9649.160262000001,80.7,119.56828081784387
ASPO5,9646.312734000001,60.3374,159.87286051437417
2AGPGAT141,9645.640135,80.7,119.52466090458486
2AGPGAT161,9645.635293000001,80.7,119.52460090458487
2DGULRGy,9611.080776,70.791,135.76698698987158
LPLIPAL1E141pp,9609.131398,94.4886,101.69619825037094
LPLIPAL1E140pp,9607.460154999999,94.4886,101.67851100556044
LPLIPAL1G120pp,9607.452793,94.4886,101.67843309139938
LPLIPAL1A120pp,9607.451501000001,94.4886,101.6784194177922
HCYSMT2,9603.528682,33.4228,287.3346542479984
DASYN181,9600.275596,31.4538,305.2183073587293
HPYRRy,9598.25048,35.3434,271.5712263109944
DPR,9584.979242,33.8708,282.98650288744284
TRE6PP,9577.301641,29.1753,328.26746052311375
