,kcat_ori,kcat_change,MW,kcat_mw_new,norm_biomass,new_biomass
KARA1_reverse,5158.034834,8280.0,216.2761,38.284396657790666,0.8769972144269698,0.8769972144269698
ATPS4rpp,416466.6959,6754830.2712,530.0127,12744.657385002285,0.8769972144269698,0.8769972144269698
PDH,607698.8910000001,607698.8910000001,4079.7264,148.95579541804568,0.8769972144269698,0.864786412802308
PSERT,5316.62418,29880.000000000004,79.5666,375.5344579258132,0.8769972144269698,0.8769972144269708
AKGDH,995584.1454,995584.1454,2418.391,411.6721181148954,0.8769972144269698,0.8769972144269708
