,MW
FRUURtex_reverse_num1,41.2193
FRUURtex_reverse_num2,116.7646
FRUURtex_reverse_num3,117.9984
FRUURtex_reverse_num4,121.1028
GLYCAt2rpp_reverse_num1,49.0087
GLYCAt2rpp_reverse_num2,49.1415
GLYCAtex_reverse_num1,41.2193
GLYCAtex_reverse_num2,116.7646
GLYCAtex_reverse_num3,117.9984
GLYCAtex_reverse_num4,121.1028
FALDH2_reverse,78.7171
GLYCtpp_reverse,119.1185
H2Otpp_reverse,94.81
HCINNMt2rpp_reverse,41.5503
HISt2rpp_reverse,49.6895
CBIAT_reverse,21.9986
COBALT2tex_reverse_num1,41.2193
COBALT2tex_reverse_num2,116.7646
COBALT2tex_reverse_num3,117.9984
COBALT2tex_reverse_num4,121.1028
DIMPtex_reverse_num1,41.2193
DIMPtex_reverse_num2,116.7646
DIMPtex_reverse_num3,117.9984
DIMPtex_reverse_num4,121.1028
GALURt2rpp_reverse,46.8918
GLCNt2rpp_reverse_num1,45.9661
GLCNt2rpp_reverse_num2,47.1374
GLCNt2rpp_reverse_num3,46.4154
GLCNt2rpp_reverse_num4,46.0407
GLCRt2rpp_reverse_num1,49.0087
GLCRt2rpp_reverse_num2,49.1415
GLCURt2rpp_reverse_num1,33.6689
GLCURt2rpp_reverse_num2,46.8918
XTSNtex_reverse_num1,41.2193
XTSNtex_reverse_num2,116.7646
XTSNtex_reverse_num3,117.9984
XTSNtex_reverse_num4,121.1028
GLUDy_reverse_num1,291.485
GLUDy_reverse_num2,861.2391
UREAtpp_reverse,119.1185
PPPNt2rpp_reverse,41.5922
PTRCORNt7pp_reverse,46.4943
HG2tex_reverse_num1,41.2193
HG2tex_reverse_num2,116.7646
HG2tex_reverse_num3,117.9984
HG2tex_reverse_num4,121.1028
DADNtex_reverse,33.5886
DHAtex_reverse_num1,41.2193
DHAtex_reverse_num2,116.7646
DHAtex_reverse_num3,117.9984
DHAtex_reverse_num4,121.1028
ETOHtex_reverse_num1,41.2193
ETOHtex_reverse_num2,116.7646
ETOHtex_reverse_num3,117.9984
ETOHtex_reverse_num4,121.1028
HACD3_reverse_num1,159.1859
HACD3_reverse_num2,77.0713
ACACtex_reverse_num1,41.2193
ACACtex_reverse_num2,116.7646
ACACtex_reverse_num3,117.9984
ACACtex_reverse_num4,121.1028
ACNAMtex_reverse_num1,117.9984
ACNAMtex_reverse_num2,27.8877
ACNAMtex_reverse_num3,121.1028
H2Stex_reverse_num1,116.7646
H2Stex_reverse_num2,41.2193
H2Stex_reverse_num3,121.1028
H2Stex_reverse_num4,117.9984
E4PD_reverse_num1,149.1957
E4PD_reverse_num2,142.1283
DADK_reverse,23.5857
4PEPTtex_reverse_num1,41.2193
4PEPTtex_reverse_num2,116.7646
4PEPTtex_reverse_num3,117.9984
4PEPTtex_reverse_num4,121.1028
CRNCAR_reverse,28.1899
GLYCLTt2rpp_reverse_num1,59.1674
GLYCLTt2rpp_reverse_num2,58.9194
HPPPNt2rpp_reverse,41.5503
DHFR_reverse_num1,26.348
DHFR_reverse_num2,17.9992
TYRTA_reverse_num1,87.1457
TYRTA_reverse_num2,87.0746
TYRTA_reverse_num3,204.5595
PUNP4_reverse_num1,179.0058
PUNP4_reverse_num2,155.6978
AMAOTr_reverse,94.6702
ARGORNt7pp_reverse,49.5009
CU2tex_reverse_num1,116.7646
CU2tex_reverse_num2,41.2193
CU2tex_reverse_num3,121.1028
CU2tex_reverse_num4,117.9984
GLCATr_reverse,60.2873
ALAALAr_reverse_num1,39.3153
ALAALAr_reverse_num2,65.6787
CLtex_reverse_num1,41.2193
CLtex_reverse_num2,116.7646
CLtex_reverse_num3,117.9984
CLtex_reverse_num4,121.1028
ACACT1r_reverse_num1,46.53
ACACT1r_reverse_num2,161.4081
ACACT1r_reverse_num3,81.7516
SUCOAS_reverse,142.3386
GALKr_reverse,41.4416
YUMPS_reverse,98.7285
ADSL1r_reverse,206.1686
AICART_reverse,57.3286
PROtex_reverse_num1,116.7646
PROtex_reverse_num2,41.2193
PROtex_reverse_num3,121.1028
PROtex_reverse_num4,117.9984
SBTtex_reverse_num1,41.2193
SBTtex_reverse_num2,116.7646
SBTtex_reverse_num3,117.9984
SBTtex_reverse_num4,121.1028
PGM_reverse_num1,57.1121
PGM_reverse_num2,56.1932
TPI_reverse,53.943
RPI_reverse_num1,45.7203
RPI_reverse_num2,32.1463
PERD_reverse,82.7343
AKGtex_reverse_num1,41.2193
AKGtex_reverse_num2,116.7646
AKGtex_reverse_num3,117.9984
AKGtex_reverse_num4,121.1028
ALLTNtex_reverse_num1,41.2193
ALLTNtex_reverse_num2,116.7646
ALLTNtex_reverse_num3,117.9984
ALLTNtex_reverse_num4,121.1028
ASNtex_reverse_num1,41.2193
ASNtex_reverse_num2,116.7646
ASNtex_reverse_num3,117.9984
ASNtex_reverse_num4,121.1028
ATHRDHr_reverse,108.9945
LSERDHr_reverse,108.9945
DSERDHr_reverse,108.9945
TYMtex_reverse_num1,41.2193
TYMtex_reverse_num2,116.7646
TYMtex_reverse_num3,117.9984
TYMtex_reverse_num4,121.1028
CMPtex_reverse_num1,41.2193
CMPtex_reverse_num2,116.7646
CMPtex_reverse_num3,117.9984
CMPtex_reverse_num4,121.1028
DUMPtex_reverse_num1,41.2193
DUMPtex_reverse_num2,116.7646
DUMPtex_reverse_num3,117.9984
DUMPtex_reverse_num4,121.1028
XMPtex_reverse_num1,41.2193
XMPtex_reverse_num2,116.7646
XMPtex_reverse_num3,117.9984
XMPtex_reverse_num4,121.1028
3PEPTtex_reverse_num1,41.2193
3PEPTtex_reverse_num2,116.7646
3PEPTtex_reverse_num3,117.9984
3PEPTtex_reverse_num4,121.1028
ANHGMtex_reverse_num1,41.2193
ANHGMtex_reverse_num2,116.7646
ANHGMtex_reverse_num3,117.9984
ANHGMtex_reverse_num4,121.1028
UDPKAAT_reverse,42.237
FALDtex_reverse_num1,41.2193
FALDtex_reverse_num2,116.7646
FALDtex_reverse_num3,117.9984
FALDtex_reverse_num4,121.1028
MLTP1_reverse,181.0425
CYSDtex_reverse_num1,41.2193
CYSDtex_reverse_num2,116.7646
CYSDtex_reverse_num3,117.9984
CYSDtex_reverse_num4,121.1028
G3PItex_reverse_num1,41.2193
G3PItex_reverse_num2,116.7646
G3PItex_reverse_num3,117.9984
G3PItex_reverse_num4,121.1028
G3PGtex_reverse_num1,41.2193
G3PGtex_reverse_num2,116.7646
G3PGtex_reverse_num3,117.9984
G3PGtex_reverse_num4,121.1028
G3PEtex_reverse_num1,121.1028
G3PEtex_reverse_num2,117.9984
G3PEtex_reverse_num3,41.2193
G3PEtex_reverse_num4,116.7646
G3PCtex_reverse_num1,41.2193
G3PCtex_reverse_num2,116.7646
G3PCtex_reverse_num3,117.9984
G3PCtex_reverse_num4,121.1028
DAMPtex_reverse_num1,41.2193
DAMPtex_reverse_num2,116.7646
DAMPtex_reverse_num3,117.9984
DAMPtex_reverse_num4,121.1028
DCMPtex_reverse_num1,41.2193
DCMPtex_reverse_num2,116.7646
DCMPtex_reverse_num3,117.9984
DCMPtex_reverse_num4,121.1028
DGMPtex_reverse_num1,41.2193
DGMPtex_reverse_num2,116.7646
DGMPtex_reverse_num3,117.9984
DGMPtex_reverse_num4,121.1028
DTMPtex_reverse_num1,41.2193
DTMPtex_reverse_num2,116.7646
DTMPtex_reverse_num3,117.9984
DTMPtex_reverse_num4,121.1028
GMPtex_reverse_num1,117.9984
GMPtex_reverse_num2,121.1028
GMPtex_reverse_num3,116.7646
GMPtex_reverse_num4,41.2193
IMPtex_reverse_num1,41.2193
IMPtex_reverse_num2,116.7646
IMPtex_reverse_num3,117.9984
IMPtex_reverse_num4,121.1028
UMPtex_reverse_num1,121.1028
UMPtex_reverse_num2,117.9984
UMPtex_reverse_num3,41.2193
UMPtex_reverse_num4,116.7646
G1Ptex_reverse_num1,41.2193
G1Ptex_reverse_num2,116.7646
G1Ptex_reverse_num3,117.9984
G1Ptex_reverse_num4,121.1028
SKMtex_reverse_num1,41.2193
SKMtex_reverse_num2,116.7646
SKMtex_reverse_num3,117.9984
SKMtex_reverse_num4,121.1028
MNtex_reverse_num1,41.2193
MNtex_reverse_num2,116.7646
MNtex_reverse_num3,117.9984
MNtex_reverse_num4,121.1028
GAL1Ptex_reverse_num1,41.2193
GAL1Ptex_reverse_num2,116.7646
GAL1Ptex_reverse_num3,117.9984
GAL1Ptex_reverse_num4,121.1028
O2Stex_reverse_num1,116.7646
O2Stex_reverse_num2,41.2193
O2Stex_reverse_num3,121.1028
O2Stex_reverse_num4,117.9984
HOMtex_reverse_num1,41.2193
HOMtex_reverse_num2,116.7646
HOMtex_reverse_num3,117.9984
HOMtex_reverse_num4,121.1028
SO2tex_reverse_num1,41.2193
SO2tex_reverse_num2,116.7646
SO2tex_reverse_num3,117.9984
SO2tex_reverse_num4,121.1028
ACSERtex_reverse_num1,116.7646
ACSERtex_reverse_num2,41.2193
ACSERtex_reverse_num3,121.1028
ACSERtex_reverse_num4,117.9984
IPDDI_reverse,20.508
DURADx_reverse,178.7947
ECOAH7_reverse_num1,77.0713
ECOAH7_reverse_num2,159.1859
LDH_D_reverse,146.1375
ALAALAtex_reverse_num1,41.2193
ALAALAtex_reverse_num2,116.7646
ALAALAtex_reverse_num3,117.9984
ALAALAtex_reverse_num4,121.1028
T2DECAI_reverse,37.9377
MALtex_reverse_num1,41.2193
MALtex_reverse_num2,116.7646
MALtex_reverse_num3,117.9984
MALtex_reverse_num4,121.1028
NO3tex_reverse_num1,117.9984
NO3tex_reverse_num2,41.2193
NO3tex_reverse_num3,116.7646
NO3tex_reverse_num4,121.1028
HEXt2rpp_reverse,47.5272
CLPNS180pp_reverse_num1,54.8217
CLPNS180pp_reverse_num2,47.6329
CLPNS181pp_reverse_num1,54.8217
CLPNS181pp_reverse_num2,47.6329
CLPNS120pp_reverse_num1,47.6329
CLPNS120pp_reverse_num2,54.8217
CLPNS160pp_reverse_num1,47.6329
CLPNS160pp_reverse_num2,54.8217
CLPNS161pp_reverse_num1,54.8217
CLPNS161pp_reverse_num2,47.6329
HPYRI_reverse,58.7542
GSNtex_reverse_num1,41.2193
GSNtex_reverse_num2,116.7646
GSNtex_reverse_num3,117.9984
GSNtex_reverse_num4,121.1028
FORtex_reverse_num1,41.2193
FORtex_reverse_num2,116.7646
FORtex_reverse_num3,117.9984
FORtex_reverse_num4,121.1028
D_LACt2pp_reverse_num1,59.1674
D_LACt2pp_reverse_num2,58.9194
RIBtex_reverse_num1,41.2193
RIBtex_reverse_num2,116.7646
RIBtex_reverse_num3,117.9984
RIBtex_reverse_num4,121.1028
THMtex_reverse_num1,41.2193
THMtex_reverse_num2,116.7646
THMtex_reverse_num3,117.9984
THMtex_reverse_num4,121.1028
XYLUtex_reverse_num1,41.2193
XYLUtex_reverse_num2,116.7646
XYLUtex_reverse_num3,117.9984
XYLUtex_reverse_num4,121.1028
ALLtex_reverse_num1,41.2193
ALLtex_reverse_num2,117.9984
ALLtex_reverse_num3,116.7646
ALLtex_reverse_num4,121.1028
34dhpactex_reverse_num1,41.2193
34dhpactex_reverse_num2,116.7646
34dhpactex_reverse_num3,117.9984
34dhpactex_reverse_num4,121.1028
23DAPPAtex_reverse_num1,41.2193
23DAPPAtex_reverse_num2,116.7646
23DAPPAtex_reverse_num3,117.9984
23DAPPAtex_reverse_num4,121.1028
PHEt2rpp_reverse_num1,50.6767
PHEt2rpp_reverse_num2,49.6895
GUI2_reverse,53.9866
GLCtex_copy2_reverse_num1,116.7646
GLCtex_copy2_reverse_num2,117.9984
GLCtex_copy2_reverse_num3,41.2193
GLCtex_copy2_reverse_num4,121.1028
3OAR120_reverse,102.2401
PPALtex_reverse_num1,41.2193
PPALtex_reverse_num2,116.7646
PPALtex_reverse_num3,117.9984
PPALtex_reverse_num4,121.1028
CA2tex_reverse_num1,41.2193
CA2tex_reverse_num2,116.7646
CA2tex_reverse_num3,117.9984
CA2tex_reverse_num4,121.1028
CUtex_reverse_num1,41.2193
CUtex_reverse_num2,116.7646
CUtex_reverse_num3,117.9984
CUtex_reverse_num4,121.1028
12PPDRtex_reverse_num1,41.2193
12PPDRtex_reverse_num2,116.7646
12PPDRtex_reverse_num3,117.9984
12PPDRtex_reverse_num4,121.1028
F6Ptex_reverse_num1,41.2193
F6Ptex_reverse_num2,116.7646
F6Ptex_reverse_num3,117.9984
F6Ptex_reverse_num4,121.1028
GAMAN6Ptex_reverse_num1,41.2193
GAMAN6Ptex_reverse_num2,116.7646
GAMAN6Ptex_reverse_num3,117.9984
GAMAN6Ptex_reverse_num4,121.1028
ACONTb_reverse_num1,186.994
ACONTb_reverse_num2,195.3521
PROGLYtex_reverse_num1,41.2193
PROGLYtex_reverse_num2,116.7646
PROGLYtex_reverse_num3,117.9984
PROGLYtex_reverse_num4,121.1028
MICITDr_reverse,186.994
ACONTa_reverse_num1,186.994
ACONTa_reverse_num2,195.3521
3OAR140_reverse,102.2401
3OAR160_reverse,102.2401
CLPNS140pp_reverse_num1,54.8217
CLPNS140pp_reverse_num2,47.6329
CLPNS141pp_reverse_num1,54.8217
CLPNS141pp_reverse_num2,47.6329
CGLYtex_reverse_num1,41.2193
CGLYtex_reverse_num2,116.7646
CGLYtex_reverse_num3,117.9984
CGLYtex_reverse_num4,121.1028
3OAR60_reverse,102.2401
3OAR80_reverse,102.2401
GTHOXtex_reverse_num1,41.2193
GTHOXtex_reverse_num2,116.7646
GTHOXtex_reverse_num3,117.9984
GTHOXtex_reverse_num4,121.1028
3OAR40_reverse,102.2401
3OAR100_reverse,102.2401
3OAR180_reverse,102.2401
GTHRDtex_reverse_num1,41.2193
GTHRDtex_reverse_num2,116.7646
GTHRDtex_reverse_num3,117.9984
GTHRDtex_reverse_num4,121.1028
ACOAD7f_reverse,89.2234
ACOAD8f_reverse,89.2234
ACOAD5f_reverse,89.2234
ACOAD3f_reverse,89.2234
ACOAD2f_reverse,89.2234
ACOAD4f_reverse,89.2234
ACOAD6f_reverse,89.2234
FRULYSE_reverse,249.3482
TUNGStex_reverse_num1,41.2193
TUNGStex_reverse_num2,117.9984
TUNGStex_reverse_num3,121.1028
TUNGStex_reverse_num4,116.7646
CAt6pp_reverse,34.7402
5DGLCNt2rpp_reverse,46.0407
GALCTNLtex_reverse_num1,117.9984
GALCTNLtex_reverse_num2,121.1028
GALCTNLtex_reverse_num3,41.2193
GALCTNLtex_reverse_num4,116.7646
MALDtex_reverse_num1,116.7646
MALDtex_reverse_num2,41.2193
MALDtex_reverse_num3,121.1028
MALDtex_reverse_num4,117.9984
OROTtex_reverse_num1,121.1028
OROTtex_reverse_num2,41.2193
OROTtex_reverse_num3,117.9984
OROTtex_reverse_num4,116.7646
5DGLCNtex_reverse_num1,117.9984
5DGLCNtex_reverse_num2,41.2193
5DGLCNtex_reverse_num3,116.7646
5DGLCNtex_reverse_num4,121.1028
PPAtex_reverse_num1,117.9984
PPAtex_reverse_num2,116.7646
PPAtex_reverse_num3,41.2193
PPAtex_reverse_num4,121.1028
PSCLYStex_reverse_num1,41.2193
PSCLYStex_reverse_num2,117.9984
PSCLYStex_reverse_num3,121.1028
PSCLYStex_reverse_num4,116.7646
THYMtex_reverse_num1,121.1028
THYMtex_reverse_num2,116.7646
THYMtex_reverse_num3,41.2193
THYMtex_reverse_num4,117.9984
POR5_reverse_num1,148.5596
POR5_reverse_num2,148.5229
HACD8_reverse_num1,159.1859
HACD8_reverse_num2,77.0713
CTECOAI8_reverse,159.1859
CTECOAI6_reverse,159.1859
MINCYCtex_reverse_num1,117.9984
MINCYCtex_reverse_num2,41.2193
MINCYCtex_reverse_num3,116.7646
MINCYCtex_reverse_num4,121.1028
DOXRBCNtex_reverse_num1,41.2193
DOXRBCNtex_reverse_num2,117.9984
DOXRBCNtex_reverse_num3,121.1028
DOXRBCNtex_reverse_num4,116.7646
REPHACCOAI_reverse,28.4043
DHNPTE_reverse,108.9549
CMtex_reverse_num1,41.2193
CMtex_reverse_num2,121.1028
CMtex_reverse_num3,117.9984
CMtex_reverse_num4,116.7646
LALALGLUtex_reverse_num1,117.9984
LALALGLUtex_reverse_num2,41.2193
LALALGLUtex_reverse_num3,116.7646
LALALGLUtex_reverse_num4,121.1028
5MTRtex_reverse_num1,121.1028
5MTRtex_reverse_num2,41.2193
5MTRtex_reverse_num3,117.9984
5MTRtex_reverse_num4,116.7646
LALADGLUtex_reverse_num1,116.7646
LALADGLUtex_reverse_num2,121.1028
LALADGLUtex_reverse_num3,41.2193
LALADGLUtex_reverse_num4,117.9984
3HPPtex_reverse_num1,121.1028
3HPPtex_reverse_num2,41.2193
3HPPtex_reverse_num3,117.9984
3HPPtex_reverse_num4,116.7646
FUSAtex_reverse_num1,41.2193
FUSAtex_reverse_num2,121.1028
FUSAtex_reverse_num3,117.9984
FUSAtex_reverse_num4,116.7646
QUIN2tex_reverse_num1,116.7646
QUIN2tex_reverse_num2,121.1028
QUIN2tex_reverse_num3,41.2193
QUIN2tex_reverse_num4,117.9984
FORCT_reverse,91.6553
HADPCOADH3_reverse,51.732
ACACT8r_reverse_num1,46.53
ACACT8r_reverse_num2,81.7516
CTECOAI7_reverse,159.1859
SELtex_reverse_num1,121.1028
SELtex_reverse_num2,41.2193
SELtex_reverse_num3,117.9984
SELtex_reverse_num4,116.7646
MEOHtex_reverse_num1,121.1028
MEOHtex_reverse_num2,117.9984
MEOHtex_reverse_num3,41.2193
MEOHtex_reverse_num4,116.7646
TTRCYCtex_reverse_num1,41.2193
TTRCYCtex_reverse_num2,117.9984
TTRCYCtex_reverse_num3,116.7646
TTRCYCtex_reverse_num4,121.1028
DHACOAH_reverse,27.2371
SLNTtex_reverse_num1,121.1028
SLNTtex_reverse_num2,41.2193
SLNTtex_reverse_num3,117.9984
SLNTtex_reverse_num4,116.7646
ALDD19xr_reverse,214.794
VPAMTr_reverse,46.7107
TARTRDtex_reverse_num1,116.7646
TARTRDtex_reverse_num2,41.2193
TARTRDtex_reverse_num3,121.1028
TARTRDtex_reverse_num4,117.9984
BTNtex_reverse_num1,116.7646
BTNtex_reverse_num2,121.1028
BTNtex_reverse_num3,41.2193
BTNtex_reverse_num4,117.9984
PYDXtex_reverse_num1,41.2193
PYDXtex_reverse_num2,121.1028
PYDXtex_reverse_num3,117.9984
PYDXtex_reverse_num4,116.7646
SUCASPtpp_reverse_num1,47.9347
SUCASPtpp_reverse_num2,45.7502
SUCASPtpp_reverse_num3,48.4117
SUCMALtpp_reverse_num1,47.9347
SUCMALtpp_reverse_num2,45.7502
SUCMALtpp_reverse_num3,48.4117
PYDXNtex_reverse_num1,41.2193
PYDXNtex_reverse_num2,121.1028
PYDXNtex_reverse_num3,117.9984
PYDXNtex_reverse_num4,116.7646
PYDAMtex_reverse_num1,41.2193
PYDAMtex_reverse_num2,121.1028
PYDAMtex_reverse_num3,117.9984
PYDAMtex_reverse_num4,116.7646
13PPDH2_reverse,84.193
SUCTARTtpp_reverse,47.9347
CHTBStex_reverse_num1,116.7646
CHTBStex_reverse_num2,117.9984
CHTBStex_reverse_num3,121.1028
CHTBStex_reverse_num4,41.2193
CHTBStex_reverse_num5,52.7797
GHBDHx_reverse,124.6313
APPLDHr_reverse,309.694
DHNPA2r_reverse,108.9549
CRNDtex_reverse_num1,116.7646
CRNDtex_reverse_num2,41.2193
CRNDtex_reverse_num3,121.1028
CRNDtex_reverse_num4,117.9984
NADHXE_reverse,54.6497
NADPHXE_reverse,54.6497
DXYLTD_reverse_num1,69.3984
DXYLTD_reverse_num2,70.0161
2DDARAA_reverse_num1,32.7213
2DDARAA_reverse_num2,130.12
DXYLONtex_reverse_num1,117.9984
DXYLONtex_reverse_num2,41.2193
DXYLONtex_reverse_num3,121.1028
PSURItex_reverse_num1,121.1028
PSURItex_reverse_num2,117.9984
PSURItex_reverse_num3,41.2193
PSURItex_reverse_num4,116.7646
DHPStex_reverse,27.1999
FMNtex_reverse_num1,121.1028
FMNtex_reverse_num2,117.9984
FMNtex_reverse_num3,116.7646
FMNtex_reverse_num4,41.2193
CLBtex_reverse_num1,117.9984
CLBtex_reverse_num2,116.7646
CLBtex_reverse_num3,41.2193
CLBtex_reverse_num4,121.1028
ACOXT_reverse,83.3406
4ABZGLUH_reverse,197.5614
4ABZGLUtr_reverse,54.8852
PCNO_reverse,69.4467
5DKGR_reverse_num1,27.0697
5DKGR_reverse_num2,27.5624
GLYtpp_reverse,119.1185
FADtex_reverse_num1,41.2193
FADtex_reverse_num2,116.7646
FADtex_reverse_num3,121.1028
FADtex_reverse_num4,117.9984
LKDRA_reverse,173.494
METNA_reverse,38.4949
2DGLCtex_reverse_num1,121.1028
2DGLCtex_reverse_num2,41.2193
2DGLCtex_reverse_num3,116.7646
2DGLCtex_reverse_num4,117.9984
PUACGAMS_reverse,66.8468
SQtex_reverse,27.1999
URATEtex_reverse_num1,117.9984
URATEtex_reverse_num2,121.1028
URATEtex_reverse_num3,116.7646
URATEtex_reverse_num4,41.2193
ARHGDx_reverse,176.701
INOSTO_reverse,61.1637
Ftex_reverse_num1,121.1028
Ftex_reverse_num2,116.7646
Ftex_reverse_num3,117.9984
Ftex_reverse_num4,41.2193
CYSItex_reverse_num1,41.2193
CYSItex_reverse_num2,117.9984
CYSItex_reverse_num3,116.7646
CYSItex_reverse_num4,121.1028
CS1tex_reverse_num1,116.7646
CS1tex_reverse_num2,117.9984
CS1tex_reverse_num3,121.1028
CS1tex_reverse_num4,41.2193
MEPNtex_reverse_num1,121.1028
MEPNtex_reverse_num2,117.9984
MEPNtex_reverse_num3,116.7646
MEPNtex_reverse_num4,41.2193
UDPGPT_reverse,52.4079
4ABZGLUtex_reverse_num1,121.1028
4ABZGLUtex_reverse_num2,116.7646
4ABZGLUtex_reverse_num3,41.2193
4ABZGLUtex_reverse_num4,117.9984
4HTHRA_reverse,145.9772
METGLCURtex_reverse_num1,121.1028
METGLCURtex_reverse_num2,41.2193
METGLCURtex_reverse_num3,116.7646
METGLCURtex_reverse_num4,117.9984
AI2tex_reverse_num1,116.7646
AI2tex_reverse_num2,121.1028
AI2tex_reverse_num3,117.9984
AI2tex_reverse_num4,41.2193
RHMND_reverse,353.8079
ASPtpp_reverse,59.4284
FUMt1pp_reverse,59.4284
SUCCt1pp_reverse,59.4284
