,fluxes,reduced_costs
ALATA_D2,0.0,11883.943414568348
SHCHD2,0.00011707763710152473,-2.0000000000582077
CPPPGO,0.00011707763710152473,-9437.655512182537
GTHOr,0.12993097661506425,-33.565958267201495
DHORD5,0.0,-88.9775268914691
GLYCTO2,8.406226851243373,-2.0
GLYCTO3,0.0,-2.0
GLYCTO4,0.0,-2.0
PFK_3,0.0,-142.2416013064976
TRPS2,0.0,1450.779283363905
G3PD5,0.0,-1.000444171950221e-11
EX_acgam_e,0.0,5230.702213090675
EX_cellb_e,0.0,2515.417332606761
EX_chol_e,-0.0,-2.0
LEUTAi,0.23653410278469525,-503.2418072161854
SHK3Dr,0.20009198194841266,-34.24666160233414
G5SD,0.11605648910079619,-2.0000000000001137
ALATA_L2,0.0,11496.489456302008
MAN6PI,0.0,-2.2617099826330787
APRAUR,0.00023415527420289628,-2.0
DB4PS,0.00046831054840579256,-1.9999999999998863
RBFK,0.00011707763710137155,-1821.1400458293501
ACP1_FMN,0.0,4341.094258630388
RBFSb,0.00023415527420289628,-12589.119829011732
EX_pi_e,0.0,2.0
EX_h_e,9.418547714002475,-2.0
DMATT,0.00014595328750773045,-5635.546875732641
GRTT,0.00014595328750773045,-429.8965834551418
UPP3S,0.00023415527420304945,-12.205342536122771
UPPDC1,0.00011707763710152473,-14.373567562899552
TMDPP,0.0,-70.82387529275547
EX_ade_e,0.0,31919.63761310969
EX_4abut_e,0.0,2581.4342651172733
EX_ac_e,4.594529580970947,-2.0
EX_akg_e,0.0,4339.219415706705
EX_ala__L_e,0.0,1303.3145072015855
EX_arg__L_e,0.0,27664.39326971746
EX_asp__L_e,0.0,2982.054769892407
EX_cytd_e,0.0,19814.97590195579
EX_dcyt_e,0.0,6070.326303923884
EX_fum_e,0.0,2798.5604098383947
EX_glu__L_e,0.0,4866.759764938288
EX_gua_e,0.0,26068.8614989265
HCO3E,0.40997123434905336,-2.0014790932738293
IMPC,0.0,2643.5714401133087
IMPD,0.0,127.27423127745851
ECOAH4,0.18684120848291758,-9.280215402395697
GLUTRS,0.0018732421936243956,-5260.24151078395
TMPPP,0.00011707763710152473,-4.419710201094858
URIK1,0.0,-19.490323487676505
URIK2,0.0,1588.4316588994484
CYTDK1,0.0,-19.490323487676505
CYTDK2,0.0,9.343068556174774
XPPT,0.1276975763091016,-494.8741441427701
HXPRT,0.0,2277.737006426782
NDPK5,0.0,42.25008806577924
DHORTS,0.0,402.2937178164982
OMPDC,0.17367128683855995,-85.6287220554459
CS,0.5644885147554377,-642.2617283257118
ICDHyr,0.5644885147554377,-74.98689719982713
ACALD,0.0,-320.445727693088
ACS,0.0,750.726522567951
PPA,1.9660595592782741,-29.450795481178247
PPCK,0.0,2002.214722031354
ME1,0.0,1955.365671855985
ALAR,0.021883542913299345,-194.7269791331703
ALATA_L,0.0,603.8437327159527
XYLK,0.0,-17.486539453839214
RBK,0.0,154.35399805079015
GLYK,0.0,-9.191357680829242
PPM,0.0,173.7883727289077
ASPTA,0.0,128.7943008048747
FBP,0.0,651.620627783533
GLGC,0.0,-271.4660861212187
PYK,6.289165227093852,-10.365919593684453
A5PISO,0.020429260156477714,-123.12360524778262
EX_met__L_e,0.0,61291.28494214788
EX_metsox_S__L_e,0.0,60755.73697652445
IPPMIb,0.0,8554.318452284235
ACHBS,0.152531160670264,-413.7804413676954
ACLS,0.4590530148858684,-386.8530703763699
PSCVT,0.20009198194841266,-263.5345417339008
ANS,0.02984324720072632,-2875.850289018259
ANPRT,0.02984324720072632,-8786.079187075324
CHORM,0.16978042419928016,-2.0630430349592643
CHORS,0.20009198194841266,-1652.95775790065
IGPS,0.02984324720072632,-1385.802793512932
EX_crn_e,0.0,41.00897449221563
EX_fe3_e,-0.0,-2.0
EX_glcn_e,0.0,516.5616001028318
EX_gln__L_e,0.0,6004.871707137669
EX_glyc_e,0.0,1224.1328874821008
EX_man_e,0.0,346.2200602990289
EX_mn2_e,0.0,2.0
EX_rib__D_e,-0.0,-2.0
EX_sbt__D_e,0.0,1681.9778490318108
ECOAH6,0.07897647889644915,-9.280215402395697
ENO,8.29202286636909,-151.70449963528642
FBA,0.0,406.63336606042265
MGSA,0.0,697.1763561165582
PPS,0.0,769.7288484465573
PGI,0.0,27.087814643005956
PGK,0.0,27.73562633725449
EDA,2.0667806013139067,-99.31664540080965
