,kcat_mw,flux,enz useage,enz ratio
DHDPS,316.59763079439625,0.1830623562288027,0.0005782177073450257,0.0025472145698018753
ACONTa,6729.268480108153,3.8196662195967614,0.0005676198283495105,0.0025005278781916763
ACONTb,6729.268480108153,3.8196662195967614,0.0005676198283495105,0.0025005278781916763
DHORTS_reverse,315.24129867052653,0.16324646279867794,0.0005178460547115512,0.0022812601529143225
IPMD,437.55534554221884,0.2223358639977968,0.0005081319797893866,0.0022384668713188835
G1SAT,3.570948351301962,0.0017607986192828878,0.0004930899150756139,0.0021722022690555676
CTPS2,163.9774638649157,0.07921866545974934,0.00048310702942088135,0.002128224799210931
VPAMTr,447.777500899142,0.20882933445431207,0.00046636852909085543,0.002054486912294517
PRAIS,488.4130780741872,0.22109521160742585,0.00045268077685225853,0.001994188444283077
TALA,1400.4317579391345,0.6130551655095128,0.0004377615417774304,0.0019284649417507947
SUCOAS_reverse,3617.449004898823,1.5691341338862903,0.0004337681420695459,0.0019108728725530657
ORPT_reverse,380.9740552467433,0.16324646279867794,0.00042849758546667705,0.0018876545615272116
IMPC_reverse,627.9522477201845,0.2677381156157,0.00042636699938209966,0.0018782687197449323
AICART,627.9522477201845,0.2677381156157,0.00042636699938209966,0.0018782687197449323
SADT2,291.86772476823216,0.12213171633894783,0.00041844885876275224,0.001843387043007719
DHDPRy,438.1602832045513,0.1830623562288027,0.0004177976946927927,0.0018405184788228752
NDPK1,934.7031421182056,0.3898698319546478,0.0004171055112440647,0.0018374692125289194
RPI_reverse,2662.5892206329754,1.0736579756317108,0.00040323830927869184,0.001776380217086748
ICL,3654.355464354875,1.4608622677044414,0.00039975921388981137,0.0017610538056819884
TPI,4805.018574956065,1.9181576584470432,0.00039919880194523116,0.001758585030595732
RHCCE,0.5562365447409895,0.00022108682215211153,0.00039746907002498403,0.0017509650661893569
CYSTL,192.3858568094616,0.07595467384878042,0.0003948038338598129,0.0017392239377084268
ATPPRT,118.6812001186812,0.04675295392197933,0.00039393732010820906,0.0017354066965119342
G5SD,282.3209922462556,0.10909006131882816,0.00038640435644145764,0.0017022218345438662
HISTD,121.01404565352465,0.04675295392197933,0.00038634320230758777,0.0017019524330730738
NADS1,2.937638823834696,0.0011241870108540386,0.0003826838758164839,0.001685832052054995
HCO3E,689.2706481374333,0.2593940620689413,0.0003763312173090255,0.001657846772286456
ANS,76.62779370153649,0.028051871052661773,0.00036607958676094956,0.001612685404233258
LEUTAi,621.2833745618751,0.2223358639977968,0.00035786546542402903,0.0015764998476829471
THRD_L,404.7134037238874,0.14337529766301518,0.0003542637736822571,0.001560633364239018
IPPS,628.2952778374076,0.2223358639977968,0.0003538716139377601,0.0015589057882720709
OCBT,414.8420983079505,0.14597257432593164,0.00035187502647711404,0.0015501102487978592
HACD4,500.2112844838996,0.1756258443470836,0.0003511033233252388,0.0015467106754415805
SHSL1,216.60441295390652,0.07595467384878042,0.0003506607866984852,0.0015447611748831947
HACD1,503.17258791107565,0.1756258443470836,0.0003490369876391626,0.0015376078750623902
HACD2,506.4749953939293,0.1756258443470836,0.00034676113518789653,0.0015275820933387512
HACD3,513.7189700047488,0.1756258443470836,0.0003418714406155959,0.00150604158861496
ACCOAC,113.14815928028533,0.03840890037522063,0.0003394566965961496,0.0014954039497627736
HACD5,521.7082121698875,0.1756258443470836,0.00033663615072613293,0.0014829786375600569
HACD6,408.5429473921855,0.1372199049560882,0.0003358763278915751,0.0014796314004034145
AACPS4,221.64295759434518,0.07423582250602195,0.0003349342713694051,0.001475481371671388
TRPAS2_reverse,85.2701500470407,0.028051871052661773,0.0003289764476453541,0.0014492354521821766
NTD11,367.1700601598488,0.12003237852324508,0.0003269122173822903,0.0014401419267942304
ECOAH4,539.9984927120287,0.1756258443470836,0.0003252339529042753,0.0014327486912082612
PPNCL2,1.0359559196919297,0.00033261722796940063,0.00032107276154019526,0.0014144174517189219
PPCDC,1.0359559196919297,0.00033261722796940063,0.00032107276154019526,0.0014144174517189219
ECOAH1,559.8551040452978,0.1756258443470836,0.0003136987464757912,0.001381932803858111
HSTPT,150.9140590165434,0.04675295392197933,0.00030979853187073985,0.001364751241721321
AMPMS2,0.3556790081636801,0.00011004991370518049,0.00030940795261815557,0.001363030628273813
HACD7,445.8558600896302,0.1372199049560882,0.00030776741372986094,0.0013558035847130437
ECOAH3,572.5253419520917,0.1756258443470836,0.00030675645509117003,0.0013513500224280619
ACHBS,468.6812923370654,0.14337529766301518,0.0003059121411654357,0.0013476305778213026
SDPTA_reverse,603.6338759331172,0.1830623562288027,0.0003032672014071756,0.001335978860824562
ECOAH5,584.1850088618205,0.1756258443470836,0.00030063394589542613,0.0013243786162794103
ADK1,4731.62045281099,1.4150533742529654,0.00029906316205314013,0.0013174588636702207
GLUTRS,6.020547907023415,0.0017607986192828878,0.00029246484646833985,0.0012883913941336557
PANTS,1.1393252346297904,0.00033261722796940063,0.00029194229870409255,0.001286089421603932
PPBNGS,3.031597030578779,0.0008803993096414439,0.00029040776223262165,0.0012793293490423862
ECOAH6,474.8012965764568,0.1372199049560882,0.000289004907833043,0.0012731493737138458
ECOAH7,480.3370360519099,0.1372199049560882,0.00028567421343137677,0.0012584767111514395
ECOAH2,629.2867326999879,0.1756258443470836,0.0002790871556969772,0.0012294588356695031
ICYSDS,0.3992060235753335,0.00011004991370518049,0.00027567197688942977,0.0012144139951076201
IGPDH,169.81996352843183,0.04675295392197933,0.000275308938658156,0.0012128147077451806
HISTP,169.81996352843183,0.04675295392197933,0.000275308938658156,0.0012128147077451806
TRDR,444.4570121661585,0.12213171633894783,0.0002747885914629003,0.0012105224293519836
AACPS3,233.0267947548397,0.06298408245006626,0.0002702868677240738,0.0011906910472426159
OGMEACPS,0.0036520851795160993,9.869947417504978e-07,0.0002702551263826969,0.0011905512175449202
P5CR,409.3106810190699,0.10909006131882816,0.00026652141362943233,0.0011741031437419926
CBMKr,1170.796288723648,0.30921903712460963,0.0002641100250340791,0.0011634802864937406
ACGK,556.7102547722625,0.14597257432593164,0.00026220565020065184,0.0011550909700469244
PHETA1_reverse,356.1027872331628,0.091427790415203,0.0002567455063342133,0.001131037472837944
ACLS,1685.4620850679314,0.4314978156800783,0.0002560115825225977,0.001127804328293382
PAPSR,486.2921585990203,0.12213171633894783,0.000251148849882347,0.0011063825986006475
TYRTA_reverse,276.80562488228617,0.0681613633679185,0.0002462426961045487,0.0010847695863636507
TKT1,2504.071229568458,0.6130551655095128,0.00024482337334116665,0.0010785170631769456
HXAND,497.7574563518784,0.12003237852324508,0.00024114631933989735,0.0010623185874004289
ACACT3r,760.6663689408023,0.1756258443470836,0.00023088419774839738,0.0010171110032969046
ICDHyr,10360.955261196723,2.35880395189232,0.0002276627871106038,0.0010029197670070652
GLUPRT,971.886974324658,0.22109521160742585,0.00022749066244154558,0.0010021615085530641
3OAS140,178.59311869768356,0.038405939390995375,0.00021504713995172266,0.0009473442288622144
G6PDH2r,10017.16201951731,2.131330251510451,0.0002127678725129727,0.0009373034031408488
ACOTA_reverse,729.3993968132602,0.14597257432593164,0.00020012708395932954,0.0008816171099529936
CHORS,965.8268487088452,0.188081224490604,0.00019473596612274577,0.0008578676921706862
ACACT4r,901.9147879347954,0.1756258443470836,0.0001947255402577794,0.0008578217632501295
GLU5K,576.0881184385962,0.10909006131882816,0.00018936349809557093,0.000834200432139079
NDPK2,1043.0824281353346,0.19696319017161676,0.00018882802054648532,0.0008318415002047811
HSST,403.0531274403608,0.07595467384878042,0.00018844829298593973,0.0008301686915680164
ARGSL,786.9915855495627,0.14597257432593164,0.0001854817472082599,0.0008171002079659026
MECDPS,6.391465420988468,0.0011789652190209712,0.00018445929710414347,0.0008125960224852135
PPNDH,501.02815151926353,0.091427790415203,0.00018248034594057694,0.0008038781759496782
ACACT2r,967.7097961552099,0.1756258443470836,0.00018148606642700055,0.0007994980899867865
AACPS7,215.1392734456763,0.038405939390995375,0.00017851663611150503,0.0007864168991696257
ACOAD1fr,987.4110622761732,0.1756258443470836,0.00017786497544622612,0.0007835461473402032
ANPRT,158.25580996642339,0.028051871052661773,0.00017725650046348027,0.0007808656408082831
ACACT7r,782.0622237027327,0.1372199049560882,0.00017545906297124314,0.0007729474139702341
CYSS,727.629573400808,0.12213171633894783,0.00016784875272197425,0.0007394218181584768
ACACT5r,1052.6321440775405,0.1756258443470836,0.00016684446255533158,0.0007349976324023417
PPA,11276.511583470876,1.8483766367079013,0.00016391386848901518,0.0007220875263833267
ACACT6r,873.2507207100717,0.1372199049560882,0.00015713689287826725,0.0006922330082743051
SERAT,777.7154948442238,0.12213171633894783,0.0001570390678192811,0.0006918020608778903
PGAMT_reverse,302.87988288644533,0.04662957957926052,0.0001539540333114257,0.0006782116004908621
IPPMIa_reverse,1472.5361043978594,0.2223358639977968,0.0001509883956894307,0.0006651471175745846
5DOAN,0.7390998174834061,0.000111036908446931,0.00015023262869284085,0.0006618177475455544
RBFSb,1.5355151866717285,0.00022009982741040405,0.00014333940121261614,0.0006314511066635072
PRAGSr,1567.2479995820672,0.22109521160742585,0.00014107225637958036,0.0006214636844915435
TYRL,0.8030904108774135,0.00011004991370518049,0.00013703303166694004,0.0006036697430261675
ACODA,1105.1458946073367,0.14597257432593164,0.0001320844379354966,0.0005818697706409542
RBK,919.0188109505893,0.12003237852324508,0.00013060927272978156,0.0005753712455056456
IPPMIb_reverse,1702.964146399095,0.2223358639977968,0.00013055815911798516,0.0005751460754096263
PFK,15417.796401281734,1.9878917979359407,0.00012893488448003377,0.0005679950858151267
RPE,8085.508287787832,1.0380291065284215,0.00012838142879603959,0.0005655569550486326
ASNS2,933.1374290426744,0.11896000873633313,0.00012748391076583085,0.0005616031311270082
ACACT1r,1391.46359785517,0.1756258443470836,0.00012621662874817336,0.0005560203909611161
NDPK3,734.2150771644195,0.08932450462053218,0.00012165986152927901,0.0005359465265607005
SHK3Dr,1567.4599328201919,0.188081224490604,0.00011999108911971109,0.0005285951062542339
G1PACT,390.3227074300909,0.04662957957926052,0.00011946417334075331,0.0005262738913689573
UAGDP,390.3227074300909,0.04662957957926052,0.00011946417334075331,0.0005262738913689573
PGL,18244.114179951303,2.131330251510451,0.00011682289589332859,0.000514638307900126
PSCVT,1640.0626521288275,0.188081224490604,0.00011467929243219554,0.0005051951208466764
FUM,33392.44069258452,3.8036769047804224,0.00011390832253915202,0.0005017987777055155
TRPS3,249.2074166941512,0.028051871052661773,0.0001125643507114776,0.0004958781969668617
UMPK,1698.234488388163,0.18656125258830825,0.00010985600272750214,0.0004839471485793046
CHORM,1463.9725385027054,0.1595891537831215,0.00010901102963744327,0.0004802248001649483
DAPDC,1559.2093509249685,0.1693490512869213,0.00010861213164637481,0.00047846754029240006
MTHFC,4000.8053150795254,0.4340092238004729,0.0001084804657114004,0.0004778875141471383
MTHFD,4000.8053150795254,0.4340092238004729,0.0001084804657114004,0.0004778875141471383
INSH,1109.0377079187242,0.12003237852324508,0.00010823110672089217,0.00047678901639159547
DDPA,1816.44219899032,0.188081224490604,0.00010354374314533655,0.00045613983764465437
UAGAAT,188.9318625746263,0.019202969695497688,0.00010163965693141196,0.0004477517926493919
AHCYSNS,2.2172994524502183,0.00022108682215211153,9.97099520805818e-05,0.00043925089022282734
OMPDC,1639.4531361182533,0.16324646279867794,9.957372931390887e-05,0.00043865078992911394
MDH,54546.65122691133,5.263736745759822,9.64997232160585e-05,0.0004251089128460727
HSDy_reverse,3593.075395695918,0.3445238390370249,9.588550227744287e-05,0.0004224030937332285
TKT2,4436.658632553287,0.4249739410189088,9.578693702074104e-05,0.00042196888555392527
PFL,580.5635666086678,0.05372360428560105,9.253698884245308e-05,0.0004076519332266655
MCOATA,431.2704864248709,0.03840791338047888,8.905759746944727e-05,0.0003923242179270805
MALS,16727.32340527196,1.4608622677044414,8.73338927161545e-05,0.00038473080491698014
APG3PAT161,436.8392987104274,0.037117911253010984,8.496925840368532e-05,0.00037431391367262256
ASPK,6504.619993097303,0.5275861952658276,8.110945694378789e-05,0.00035731038301228146
RNTR2c2,167.52117841189732,0.0133328184689366,7.958885315475852e-05,0.0003506116879064252
IGPS,363.69293809340036,0.028051871052661773,7.713064542775847e-05,0.00033978257897690955
PRAIi,363.69293809340036,0.028051871052661773,7.713064542775847e-05,0.00033978257897690955
ACPPAT160,429.6181269475391,0.03149204122503313,7.330240334314069e-05,0.00032291807640150085
IG3PS,643.9487998754672,0.04675295392197933,7.26035267571286e-05,0.00031983932492127135
PPND,941.9040256882917,0.0681613633679185,7.236550806554832e-05,0.00031879078442972826
ACKr,3978.5182955999603,0.2873072603603771,7.221463846933277e-05,0.00031812616065785357
RNTR3c2,192.92377085798628,0.0133328184689366,6.910925703785388e-05,0.00030444606624605236
ADSK,1774.09021875966,0.12213171633894783,6.88418858564787e-05,0.00030326821963206474
FACOAE160,1013.5666204982899,0.06298408245006626,6.214103856251897e-05,0.0002737490685573523
FACOAE120,619.4018236378439,0.038405939390995375,6.200488588398284e-05,0.0002731492770219508
HSK,4336.233573689949,0.2685691651882445,6.19360467152381e-05,0.00027284602077197397
FACOAE161,1210.649018928513,0.07423582250602195,6.13190291697626e-05,0.00027012788180512154
AGPR_reverse,2403.19758790168,0.14597257432593164,6.074097904425148e-05,0.00026758140548128405
CTECOAI7_reverse,1243.8139103624776,0.07423582250602195,5.968402659557637e-05,0.00026292522729328793
SHKK,3198.93473327485,0.188081224490604,5.879495525001204e-05,0.0002590086134361764
ACGS,2780.760040532424,0.14597257432593164,5.249376868130725e-05,0.00023125008229650773
QULNS,21.652266688981403,0.0011241870108540386,5.1920061165056904e-05,0.0002287227364099423
UAGCVT,265.07443504337584,0.013713304941881416,5.1733789188826974e-05,0.0002279021550168589
PTAr_reverse,5831.252345997354,0.2873072603603771,4.927024990739571e-05,0.00021704955906341723
DHQTi,3866.507200550486,0.188081224490604,4.864370211539405e-05,0.00021428943663169184
GTHOr,265.53504679891336,0.012912852206321762,4.8629558930126904e-05,0.0002142271318507793
DXPS,29.282598520045642,0.0013990650464313322,4.777803600570458e-05,0.0002104759295405488
RNTR1c2,273.8868633004591,0.012912852206321762,4.714666505255536e-05,0.00020769455970288706
A5PISO,408.07259114186377,0.019202969695497688,4.70577297087368e-05,0.00020730277404729867
PSD160,671.2231176811079,0.03149204122503313,4.691739660849214e-05,0.0002066845665572341
MPTG,146.17058356953729,0.00685665247094071,4.6908566029489886e-05,0.00020664566532814927
PSD161,791.4421835344406,0.037117911253010984,4.6899081228206676e-05,0.00020660388206258446
NNDPR,25.27314377458065,0.0011241870108540386,4.448148678617217e-05,0.00019595368628269678
ACPPAT161,853.861051777863,0.037117911253010984,4.347066911615899e-05,0.00019150074500510567
KDOPP,450.06525946262207,0.019202969695497688,4.2667078366426314e-05,0.00018796069764945512
BPNT,2914.3469029544567,0.12213171633894783,4.190706199565166e-05,0.00018461260791035973
FLDR2,996.5347650528647,0.040757454363215935,4.0899179629778204e-05,0.0001801725974880097
G3PD2_reverse,1683.0942532781835,0.0686099524780441,4.0764177255321055e-05,0.0001795778733714584
APG3PAT160,829.4202361963464,0.03149204122503313,3.7968739910968486e-05,0.00016726317141395807
DHAD2,3818.008272351257,0.14337529766301518,3.755238004623806e-05,0.00016542898698783287
GK1,3204.38101616178,0.12003237852324508,3.745883461356301e-05,0.00016501689257076215
DHAD1,11536.427873291568,0.4314978156800783,3.740306968667967e-05,0.00016477123209991044
MCTP1App,186.96809255323154,0.00685665247094071,3.6672848170543094e-05,0.0001615543972270621
DAPE,5005.205479905524,0.1830623562288027,3.6574393791373e-05,0.00016112067749503523
TMPPP,3.128353747289846,0.00011004991370518049,3.5178219151372784e-05,0.0001549701284201444
KDOCT2,547.5404136972014,0.019202969695497688,3.507132846292007e-05,0.00015449924433004434
PRMICI,1382.88146401051,0.04675295392197933,3.380835967414776e-05,0.00014893550517245708
AIRC2,7024.639455058273,0.22098516169372068,3.1458577071111405e-05,0.0001385840399608432
NDPK6,417.85701458492326,0.012912852206321762,3.090256177498587e-05,0.00013613463336998178
PSSA160,1022.6924082133563,0.03149204122503313,3.079326782140656e-05,0.00013565316220883947
ALAALAr,451.1205914670437,0.013713304941881416,3.0398313003815147e-05,0.00013391327314456013
PSSA161,1227.2308898560275,0.037117911253010984,3.024525503702524e-05,0.00013323900897367947
TMDS,437.0121753166862,0.012912852206321762,2.9548037642119025e-05,0.00013016756670537015
UAMAS,469.9217449760797,0.013713304941881416,2.918210337889229e-05,0.00012855552149291757
DHPS2,11.75890328628683,0.00033014974111553186,2.807657594229478e-05,0.0001236853565739858
IPDPS,44.51531364172936,0.0011789652190209712,2.6484486406399048e-05,0.00011667174628369624
DBTS,0.03728313642313874,9.869947417504978e-07,2.647295363106702e-05,0.00011662094110602211
DHQS,7222.036470255394,0.188081224490604,2.6042685503629537e-05,0.00011472548680013011
AMAOTr,0.038026348034037816,9.869947417504978e-07,2.5955549054224918e-05,0.00011434162578953707
FADRx,41566.953738282136,1.078730968022498,2.5951648389114775e-05,0.00011432444224279636
CYTK1,3491.4310422164117,0.08932450462053218,2.5583923480220783e-05,0.00011270450872343956
UAAGDS,539.8960700065237,0.013713304941881416,2.5399897690893942e-05,0.00011189382242684556
PNTK,13.366410156271488,0.00033261722796940063,2.4884559435230065e-05,0.00010962360984682848
NDPK4,540.1339476808276,0.012912852206321762,2.3906759169212853e-05,0.00010531611968816234
AOXSr2,0.043275212319010437,9.869947417504978e-07,2.2807392242808692e-05,0.00010047309358065502
GTPCII2,9.891921597362154,0.00022009982741040405,2.225046218209992e-05,9.801965718986748e-05
UDCPDP,673.9879345137642,0.013713304941881416,2.0346513994756626e-05,8.963222024121861e-05
ASP1DC,18.216384625949672,0.00033261722796940063,1.8259233914921818e-05,8.043715381022827e-05
DHFS,18.235595971430897,0.00033014974111553186,1.810468611131583e-05,7.975632648156753e-05
RNDR4b,714.9252977586818,0.012912852206321762,1.8061820230454912e-05,7.956749000200401e-05
PTPATi,18.50124930153112,0.00033261722796940063,1.797809556254528e-05,7.919865886583824e-05
GLUTRR,104.53088952378485,0.0017607986192828878,1.6844768348424297e-05,7.420602796662686e-05
DB4PS,26.20597813171073,0.0004401996548208081,1.6797680766135624e-05,7.399859368341685e-05
U23GAAT,1198.7191463935758,0.019202969695497688,1.6019573686856565e-05,7.057080919320072e-05
DUTPDP,807.0496710586598,0.012912852206321762,1.6000071209226974e-05,7.048489519483249e-05
HMBS,13.824966471502256,0.00022009982741036098,1.592046012292747e-05,7.013418556355714e-05
CDPMEK,75.6660797695095,0.0011789652190209712,1.5581158989765037e-05,6.863946691526447e-05
DHPPDA2,14.279233383657715,0.00022009982741040405,1.5413980673661634e-05,6.790299856238605e-05
APRAUR,14.279233383657715,0.00022009982741040405,1.5413980673661634e-05,6.790299856238605e-05
ALAR,1466.9699675115714,0.020569957412822127,1.4022071254611333e-05,6.177123900709838e-05
DHFR,976.6383262775424,0.013243001947437294,1.3559781129942958e-05,5.9734718634109944e-05
PRATPP,3480.4313625537225,0.04675295392197933,1.343309177850729e-05,5.917661576434929e-05
PRAMPC,3480.4313625537225,0.04675295392197933,1.343309177850729e-05,5.917661576434929e-05
GARFT,17350.66678715741,0.22109521160742585,1.2742750138633045e-05,5.6135463165784335e-05
TDSK,755.415655267173,0.009601484847748844,1.2710201040714495e-05,5.599207506922685e-05
USHD,761.3210071316494,0.009601484847748844,1.2611611603787695e-05,5.5557760369108785e-05
ACOAD6f_reverse,11216.662706613886,0.1372199049560882,1.2233576826302955e-05,5.3892408926444733e-05
ACOAD2f_reverse,14363.783897678213,0.1756258443470836,1.2226990157897881e-05,5.3863392766069955e-05
ACOAD4f_reverse,14363.783897678213,0.1756258443470836,1.2226990157897881e-05,5.3863392766069955e-05
ACOAD5f_reverse,14363.783897678213,0.1756258443470836,1.2226990157897881e-05,5.3863392766069955e-05
ACOAD3f_reverse,14363.783897678213,0.1756258443470836,1.2226990157897881e-05,5.3863392766069955e-05
ACOAD7f_reverse,5164.506569951717,0.06298408245006626,1.2195566332807491e-05,5.37249618185352e-05
FMNAT,9.327955364006183,0.00011004991370522356,1.1797860239541195e-05,5.197295259709778e-05
RBFK,9.327955364006183,0.00011004991370522356,1.1797860239541195e-05,5.197295259709778e-05
UGMDDS,1213.981014685798,0.013713304941881416,1.1296144483306179e-05,4.976275102778052e-05
NADK,20.266297096750588,0.00022059332478141513,1.0884737538797067e-05,4.795038563346726e-05
BTS5,0.09314817546011316,9.869947417504978e-07,1.0595964299624285e-05,4.66782568265387e-05
HPPK2,31.8605217160431,0.00033014974111553186,1.0362345728610205e-05,4.564910012603614e-05
GRTT,13.433002898045995,0.00013719226910331934,1.021307522559053e-05,4.499152081757942e-05
DMATT,13.433002898045995,0.00013719226910331934,1.021307522559053e-05,4.499152081757942e-05
GRXR,1307.8267896032833,0.012912852206321762,9.873518656273093e-06,4.3495676899881466e-05
SDPDS,18667.7651505973,0.1830623562288027,9.806334863975154e-06,4.319971305715927e-05
SHCHF,12.251908855407455,0.00011004991370518049,8.982266763812015e-06,3.956945710930403e-05
SHCHD2,12.251908855407455,0.00011004991370518049,8.982266763812015e-06,3.956945710930403e-05
UHGADA,2226.417205846407,0.019202969695497688,8.625054479938491e-06,3.799583471338542e-05
DXPRIi,136.9042131464921,0.0011789652190209712,8.611606552673721e-06,3.793659274305604e-05
UAGPT3,1618.4182341787714,0.013713304941881416,8.473276346172603e-06,3.7327208573447586e-05
CPPPGO,13.110875762798035,0.00011004991370518049,8.393788156962474e-06,3.6977040339041733e-05
MECDPDH5,160.09279126189475,0.0011789652190209712,7.364261749252093e-06,3.244168171476693e-05
OCTDPS,15.33352547565874,0.00011004991370518049,7.177078348999362e-06,3.161708523788265e-05
PMPK,15.715802413947252,0.00011004991370518049,7.002500464597013e-06,3.084801966782825e-05
THZPSN3,16.278571639267252,0.00011004991370518049,6.760415848754048e-06,2.9781567615656597e-05
UAMAGS,2222.524992761892,0.013713304941881416,6.170146561474721e-06,2.718126238535119e-05
DHNPA2r,56.16935979779031,0.00033014974111553186,5.877755101786293e-06,2.5893194280996883e-05
GLUR_reverse,2438.552351461196,0.013713304941881416,5.623543383706451e-06,2.477331887095353e-05
PSP_L,152145.81068239606,0.8207749572923054,5.394660251314253e-06,2.3765023133542964e-05
DTMPK,2724.623787479345,0.012912852206321762,4.739315668335973e-06,2.087804259178843e-05
MEPCT,251.77515080282467,0.0011789652190209712,4.682611509760416e-06,2.06282445363895e-05
TMPK,23.60938444517947,0.00011004991370518049,4.661278398033385e-06,2.0534266070631653e-05
ASPO6,250.590844153046,0.0011241870108540386,4.4861455918455346e-06,1.976275591121381e-05
LPADSS,2208.46128527256,0.009601484847748844,4.347590293648216e-06,1.9152380148230026e-05
S2FE2SS,33.55260458295605,0.0001411402480703208,4.2065362681863686e-06,1.8530996776151402e-05
DASYN160,7553.936249356198,0.03149204122503313,4.168957770555334e-06,1.8365452733723935e-05
