,biomass,biomass_diff,biomass_diff_ratio
3HAD80,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
GLCP2,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
EAR161y,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
3OAS181,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
MDDCP3pp,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
MDDCP2pp,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
OBTFL,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
GTHRDHpp,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
EAR121y,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
3OAR181,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
ASNS1,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
ACONTb,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
ATHRDHr,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
LALDO2x,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
CA2tex,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
PLIPA2A180pp,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
PLIPA2A141pp,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
PLIPA2A140pp,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
PGPP120,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
EAR180y,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
EAR180x,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
3HAD120,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
GPDDA4,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
AACPS6,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
PDX5POi,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
IPDDI,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
3OAR121,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
RPI,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
PERD,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
PYDAMK,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
FADRx2,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
PDE4,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
CFAS160G,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
ALAALAD,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
PGPP160pp,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
PGPP180pp,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
PLIPA1E180pp,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
FLVRx,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
FMNRx,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
DHBS,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
MDDCP1pp,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
GUI2,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
GLYCK,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
MLTG5,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
GPDDA3,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
SFGTHi,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
THIORDXi,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
3OAS141,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
FACOAE100,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
FACOAE180,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
AMALT4,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
PLIPA1E160pp,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
AACPS8,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
HXCT,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
DURADx,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
ECOAH7,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
G1PPpp,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
GALCTND,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
HISTP,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
LDH_D,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
NTD11,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
DASYN181,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
ORNDC,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
UPP3MT,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
G6PP,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
KAS15,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
3OAS161,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
EAR141y,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
EAR161x,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
DASYN160,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
DASYN161,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
G3PAT140,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
PPPGO3,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
GLNS,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
LSERDHr,0.8769972144267262,2.4358293160275934e-13,2.777465282622551e-13
RBP4E,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
PPCDC,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
NTPTP1,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
IPMD,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
AIRC3,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
ADSL2r,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
PUNP5,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
PUNP6,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
PUNP7,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
RNDR1,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
RNDR3,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
RNDR4,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
TMDS,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
TMDK1,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
DHQTi,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
NTPP1,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
PUNP1,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
PUNP2,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
PUNP3,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
LYSAM,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
DHAD1,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
IPPMIa,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
G3PD7,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
MDH,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
FUM,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
PYDXNK,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
PYAM5PO,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
OHPBAT,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
GLUTRR,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
NTPP2,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
UDCPDPS,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
TDSK,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
ADMDC,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
TKT1,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
G6PDA,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
ALCD2x,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
ALDD2y,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
RMI,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
FMNAT,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
NADDP,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
NMNAT,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
HMPK1,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
NDPK6,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
NDPK8,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
PYNP2r,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
DURIPP,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
CYSDS,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
TRPAS2,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
NDP3,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
CDPPH,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
NDP7,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
PMDPHT,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
ILETA,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
VALTA,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
ORPT,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
RBFSa,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
DHAD2,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
G1PP,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
PFL,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
PTAr,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
GLCS1,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
AGMT,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
NTD2,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
XYLI2,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
GTPCII2,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
PYDXK,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
GOFUCR,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
G3PT,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
PPC,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
XYLI1,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
TRE6PH,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
LACZ,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
UDPG4E,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
HCYSMT,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
GLYCL,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
ICL,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
PMANM,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
DDGLK,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
ICHORT,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
RBK_L1,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
DXPS,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
UGLT,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
ECOAH3,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
ECOAH2,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
ECOAH1,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
HACD6,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
PDXPP,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
PYDXPP,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
LGTHL,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
NTD6,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
NTD5,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
NTD4,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
SADT2,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
DHBD,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
ARGDC,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
HPPK2,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
SPMS,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
G1SAT,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
KDOCT2,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
OAADC,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
MNNH,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
GUI1,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
PGAMT,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
UAGDP,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
UAGCVT,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
GLUR,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
UAG2E,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
ICHORS_copy1,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
HACD5,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
PTPATi,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
SUCBZS,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
HEX7,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
DXPRIi,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
GHMT2r,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
ABTA,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
SSALx,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
ASPT,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
SERD_L,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
THRD,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
KARA1,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
KARA2,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
ACCOAC,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
NADK,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
ICHORS_copy2,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
MECDPS,0.8769972144268552,1.1457501614131615e-13,1.3064467509874533e-13
NNDPR,0.8769972144268596,1.1013412404281553e-13,1.2558092800189475e-13
EDTXS1,0.8769972144268596,1.1013412404281553e-13,1.2558092800189475e-13
HACD7,0.8769972144268596,1.1013412404281553e-13,1.2558092800189475e-13
SDPDS,0.8769972144268596,1.1013412404281553e-13,1.2558092800189475e-13
DKGLCNR2y,0.8769972144268596,1.1013412404281553e-13,1.2558092800189475e-13
NTD9,0.8769972144268596,1.1013412404281553e-13,1.2558092800189475e-13
NTD10,0.8769972144268596,1.1013412404281553e-13,1.2558092800189475e-13
ADPT,0.8769972144268596,1.1013412404281553e-13,1.2558092800189475e-13
ADK1,0.8769972144268596,1.1013412404281553e-13,1.2558092800189475e-13
OCTDPS,0.8769972144268596,1.1013412404281553e-13,1.2558092800189475e-13
AACPS2,0.8769972144268596,1.1013412404281553e-13,1.2558092800189475e-13
HACD4,0.8769972144268596,1.1013412404281553e-13,1.2558092800189475e-13
AACPS1,0.8769972144268596,1.1013412404281553e-13,1.2558092800189475e-13
KAS14,0.8769972144268596,1.1013412404281553e-13,1.2558092800189475e-13
GLCRAL,0.8769972144268596,1.1013412404281553e-13,1.2558092800189475e-13
GLXCL,0.8769972144268596,1.1013412404281553e-13,1.2558092800189475e-13
PGLYCP,0.8769972144268596,1.1013412404281553e-13,1.2558092800189475e-13
TGBPA,0.8769972144268596,1.1013412404281553e-13,1.2558092800189475e-13
PFK_2,0.8769972144268596,1.1013412404281553e-13,1.2558092800189475e-13
RMPA,0.8769972144268596,1.1013412404281553e-13,1.2558092800189475e-13
ALCD19,0.8769972144268596,1.1013412404281553e-13,1.2558092800189475e-13
RPE_reverse,0.8769972144268967,7.30526750203353e-14,8.329863974319228e-14
ALAR_reverse,0.8769972144268967,7.30526750203353e-14,8.329863974319228e-14
ACALD_reverse,0.8769972144268967,7.30526750203353e-14,8.329863974319228e-14
PGK_reverse,0.8769972144268967,7.30526750203353e-14,8.329863974319228e-14
PSCVT_reverse,0.8769972144268967,7.30526750203353e-14,8.329863974319228e-14
PPM_reverse,0.8769972144268967,7.30526750203353e-14,8.329863974319228e-14
ASPTA_reverse,0.8769972144268967,7.30526750203353e-14,8.329863974319228e-14
A5PISO_reverse,0.8769972144268967,7.30526750203353e-14,8.329863974319228e-14
IPPMIb_reverse,0.8769972144268967,7.30526750203353e-14,8.329863974319228e-14
ALATA_L_reverse,0.8769972144268967,7.30526750203353e-14,8.329863974319228e-14
ECOAH6_reverse,0.8769972144268967,7.30526750203353e-14,8.329863974319228e-14
FBA_reverse,0.8769972144268967,7.30526750203353e-14,8.329863974319228e-14
PGI_reverse,0.8769972144268967,7.30526750203353e-14,8.329863974319228e-14
ENO_reverse,0.8769972144268967,7.30526750203353e-14,8.329863974319228e-14
PLIPA1A141pp,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
FA141ACPHi,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
FA161ACPHi,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
NADH17pp,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
LPLIPAL2A120,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
PLIPA1A180pp,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
PLIPA1A160pp,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
PLIPA1A120pp,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
PLIPA1A140pp,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
LPLIPAL2A180,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
LPLIPAL2A160,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
LPLIPAL2A140,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
DTARTD,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
OXCDC,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
FA140ACPHi,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
FA160ACPHi,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
DHACOAH,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
LPLIPAL1A160pp,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
LIPATPT,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
DHPTDNR,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
PYK4,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
PYK3,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
PYK2,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
DHNPA2r,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
APPLDHr,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
GHBDHx,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
APCS,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
3OXCOAT,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
ALDD19xr,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
GDPTPDP,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
INOSTO,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
FOMETRi,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
THFAT,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
PMEACPE,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
EGMEACPR,0.876997214426915,5.473399511402022e-14,6.241068296868358e-14
