,biomass,biomass_diff,biomass_diff_ratio
APH181,0.8769972144265239,4.4586556668946287e-13,5.084002085237997e-13
ACPPAT120,0.8769972144265239,4.4586556668946287e-13,5.084002085237997e-13
3AMACHYD,0.8769972144265239,4.4586556668946287e-13,5.084002085237997e-13
MSAR,0.8769972144265239,4.4586556668946287e-13,5.084002085237997e-13
CCGS,0.8769972144265239,4.4586556668946287e-13,5.084002085237997e-13
CDGR,0.8769972144265239,4.4586556668946287e-13,5.084002085237997e-13
GUAD,0.8769972144265556,4.141131881851834e-13,4.721944167813179e-13
DGK1,0.8769972144265556,4.141131881851834e-13,4.721944167813179e-13
TMAOR2,0.8769972144265556,4.141131881851834e-13,4.721944167813179e-13
TMAOR1,0.8769972144265556,4.141131881851834e-13,4.721944167813179e-13
GSPMDS,0.8769972144265556,4.141131881851834e-13,4.721944167813179e-13
GSPMDA,0.8769972144265556,4.141131881851834e-13,4.721944167813179e-13
CYNTAH,0.8769972144265556,4.141131881851834e-13,4.721944167813179e-13
SGDS,0.8769972144265556,4.141131881851834e-13,4.721944167813179e-13
AST,0.8769972144265556,4.141131881851834e-13,4.721944167813179e-13
PUNP1,0.8769972144266426,3.2718272535703363e-13,3.7307156736046753e-13
NTD6,0.8769972144266749,2.948752353404416e-13,3.3623280723087947e-13
PDXPP,0.8769972144266749,2.948752353404416e-13,3.3623280723087947e-13
PYDXPP,0.8769972144266749,2.948752353404416e-13,3.3623280723087947e-13
LGTHL,0.8769972144266749,2.948752353404416e-13,3.3623280723087947e-13
NTD4,0.8769972144266749,2.948752353404416e-13,3.3623280723087947e-13
NTD5,0.8769972144266749,2.948752353404416e-13,3.3623280723087947e-13
DHBD,0.8769972144266749,2.948752353404416e-13,3.3623280723087947e-13
NTD2,0.8769972144266749,2.948752353404416e-13,3.3623280723087947e-13
RBP4E,0.8769972144266749,2.948752353404416e-13,3.3623280723087947e-13
RBK_L1,0.8769972144266749,2.948752353404416e-13,3.3623280723087947e-13
ICHORT,0.8769972144266749,2.948752353404416e-13,3.3623280723087947e-13
ICHORS_copy2,0.8769972144266749,2.948752353404416e-13,3.3623280723087947e-13
SUCBZS,0.8769972144266749,2.948752353404416e-13,3.3623280723087947e-13
PHYTSpp,0.8769972144266793,2.9043434324194095e-13,3.3116906013402884e-13
PPTHpp,0.8769972144266793,2.9043434324194095e-13,3.3116906013402884e-13
NO3R2pp,0.8769972144266793,2.9043434324194095e-13,3.3116906013402884e-13
THD2pp,0.8769972144266793,2.9043434324194095e-13,3.3116906013402884e-13
NTP3pp,0.8769972144266793,2.9043434324194095e-13,3.3116906013402884e-13
