,MW,kcat,kcat_MW,source
LPLIPAL2A161,38.9778,387265.32,9935.535612579468,
LPLIPAL2A180,38.9778,3725460.0,95579.02190477654,
LPLIPAL2A181,38.9778,387265.32,9935.535612579468,
UM3PL,49.8736,387265.32,7764.936158608963,
UM4PL,49.8736,387265.32,7764.936158608963,
ZN2tpp,26.4845,387265.32,14622.338348845551,
NI2tpp,36.5893,387265.32,10584.113934948196,
COBALT2t3pp_num1,34.678000000000004,387265.32,11167.464098275565,
COBALT2t3pp_num2,65.8537,387265.32,5880.691897342139,
PLIPA1A120pp,66.3254,5803020.0,87493.1775760116,
PLIPA1A140pp,66.3254,5803020.0,87493.1775760116,
PLIPA1A141pp,66.3254,5803020.0,87493.1775760116,
PLIPA1A160pp,66.3254,5803020.0,87493.1775760116,
PLIPA1A161pp,66.3254,387265.32,5838.8689702587535,
PLIPA1A180pp,66.3254,5803020.0,87493.1775760116,
LPLIPAL2A120,38.9778,3725460.0,95579.02190477654,
CAt6pp,34.7402,387265.32,11147.469502190546,
5DGLCNt2rpp,46.0407,387265.32,8411.369071278239,
GALCTNt2pp,47.0761,387265.32,8226.367944668315,
GALCTNLtex_num1,117.9984,1684509.73279686,14275.699778953442,
GALCTNLtex_num2,121.1028,1684509.73279686,13909.750499549638,
GALCTNLtex_num3,41.2193,1684509.73279686,40867.014548933636,
GALCTNLtex_num4,116.7646,1684509.73279686,14426.544798653531,
KDUI,186.4561,387265.32,2076.9785488380376,
CA2t3pp,39.168,387265.32,9887.288602941175,
NADH17pp,540.408,759867.216343628,1406.0991257413434,
FA161ACPHi,22.9608,11818.055172413791,514.7057233377667,
FA141ACPHi,22.9608,11818.055172413791,514.7057233377667,
ARGt3pp,23.1754,387265.32,16710.18925239694,
FA160ACPHi,22.9608,11818.055172413791,514.7057233377667,
MALDtex_num1,116.7646,1684509.73279686,14426.544798653531,
MALDtex_num2,41.2193,1684509.73279686,40867.014548933636,
MALDtex_num3,121.1028,1684509.73279686,13909.750499549638,
MALDtex_num4,117.9984,1684509.73279686,14275.699778953442,
OROTtex_num1,121.1028,1684509.73279686,13909.750499549638,
OROTtex_num2,41.2193,1684509.73279686,40867.014548933636,
OROTtex_num3,117.9984,1684509.73279686,14275.699778953442,
OROTtex_num4,116.7646,1684509.73279686,14426.544798653531,
PPAt4pp,54.3435,387265.32,7126.24913743134,
OROTt2_2pp,45.4357,387265.32,8523.370829545931,
MALDt2_2pp,45.4357,387265.32,8523.370829545931,
5DGLCNtex_num1,117.9984,1684509.73279686,14275.699778953442,
5DGLCNtex_num2,41.2193,1684509.73279686,40867.014548933636,
5DGLCNtex_num3,116.7646,1684509.73279686,14426.544798653531,
5DGLCNtex_num4,121.1028,1684509.73279686,13909.750499549638,
DTARTD,120.2092,41280.0,343.4013370024923,
PLIPA2E161pp,66.3254,387265.32,5838.8689702587535,
PLIPA2E180pp,66.3254,387265.32,5838.8689702587535,
PLIPA2G120pp,66.3254,387265.32,5838.8689702587535,
PLIPA2G180pp,66.3254,387265.32,5838.8689702587535,
LPLIPAL1A161pp,94.4875,387265.32,4098.587855536447,
LPLIPAL1A160pp,94.4875,3725460.0,39428.07249636195,
PSCLYSt2pp,47.576,387265.32,8139.930216916093,
LYSt2pp,53.5752,387265.32,7228.443757559467,
GLYt2pp_num1,52.8805,387265.32,7323.405035882793,
GLYt2pp_num2,51.6591,387265.32,7496.555689123504,
ALAt2pp_num1,51.6591,387265.32,7496.555689123504,
ALAt2pp_num2,53.054,387265.32,7299.455648961435,
BALAt2pp,51.6591,387265.32,7496.555689123504,
DALAt2pp,51.6591,387265.32,7496.555689123504,
FE2tpp,26.4845,387265.32,14622.338348845551,
MN2tpp,26.4845,387265.32,14622.338348845551,
MG2tpp,36.5893,387265.32,10584.113934948196,
NI2t3pp_num1,65.8537,387265.32,5880.691897342139,
NI2t3pp_num2,34.678000000000004,387265.32,11167.464098275565,
PPAtex_num1,117.9984,1684509.73279686,14275.699778953442,
PPAtex_num2,116.7646,1684509.73279686,14426.544798653531,
PPAtex_num3,41.2193,1684509.73279686,40867.014548933636,
PPAtex_num4,121.1028,1684509.73279686,13909.750499549638,
GALCTNLt2pp,49.44,387265.32,7833.036407766991,
PSCLYStex_num1,41.2193,1684509.73279686,40867.014548933636,
PSCLYStex_num2,117.9984,1684509.73279686,14275.699778953442,
PSCLYStex_num3,121.1028,1684509.73279686,13909.750499549638,
PSCLYStex_num4,116.7646,1684509.73279686,14426.544798653531,
THYMtex_num1,121.1028,1684509.73279686,13909.750499549638,
THYMtex_num2,116.7646,1684509.73279686,14426.544798653531,
THYMtex_num3,41.2193,1684509.73279686,40867.014548933636,
THYMtex_num4,117.9984,1684509.73279686,14275.699778953442,
CU2tpp,26.4845,387265.32,14622.338348845551,
FE2t3pp,65.8537,387265.32,5880.691897342139,
MN2t3pp_num1,65.8537,387265.32,5880.691897342139,
MN2t3pp_num2,34.678000000000004,387265.32,11167.464098275565,
CD2tpp,26.4845,387265.32,14622.338348845551,
THRA_num1,90.6321,9642.517429408868,106.39185707281271,
THRA_num2,145.9772,9642.517429408868,66.05495535884279,
GLDBRAN2,73.5758,1800270.0,24468.23547960063,
CLt3_2pp,100.6962,387265.32,3845.8781959994517,
POR5_num1,148.5596,387265.32,2606.8010414675323,
POR5_num2,148.5229,387265.32,2607.4451818541115,
HACD8_num1,159.1859,4965491.502439024,31193.035956319145,
HACD8_num2,77.0713,4965491.502439024,64427.24467394509,
CTECOAI8,159.1859,343538.23728813557,2158.0946383325127,
CTECOAI6,159.1859,343538.23728813557,2158.0946383325127,
MALCOAMT,28.2759,387265.32,13695.950261530137,
OGMEACPS,67.0295,15694.690570458086,234.1460188492841,
OGMEACPR,102.2401,45964.31022379477,449.57223461043924,
OPMEACPS,85.2257,77453.00434661508,908.7986880320734,
LIPAabctex,286.4313,387265.32,1352.0356190123075,
DGUNC_num1,51.7819,387265.32,7478.7777196279,
DGUNC_num2,38.5452,387265.32,10047.043989913142,
DGUNC_num3,185.8066,387265.32,2084.2387730037576,
DGUNC_num4,67.7262,387265.32,5718.102004837123,
DGUNC_num5,106.3541,387265.32,3641.2824705394532,
CDGUNPD_num1,74.6641,387265.32,5186.76740227231,
CDGUNPD_num2,180.5187,387265.32,2145.2919836005913,
CDGUNPD_num3,171.2133,387265.32,2261.8880659388033,
CDGUNPD_num4,29.6009,387265.32,13082.890047262075,
CDGUNPD_num5,81.4488,387265.32,4754.7087249904225,
LDGUNPD,74.6641,387265.32,5186.76740227231,
MPTAT,63.6663,4.3199999999999985,0.06785379392237338,
MOADSUx,107.6936,12703.890717094248,117.96328395646769,
CMtpp_num1,753.5352,387265.32,513.9312934551697,
CMtpp_num2,755.1141,387265.32,512.8566927832496,
FUSAtpp_num1,755.1141,387265.32,512.8566927832496,
FUSAtpp_num2,753.5352,387265.32,513.9312934551697,
MINCYCtex_num1,117.9984,1684509.73279686,14275.699778953442,
MINCYCtex_num2,41.2193,1684509.73279686,40867.014548933636,
MINCYCtex_num3,116.7646,1684509.73279686,14426.544798653531,
MINCYCtex_num4,121.1028,1684509.73279686,13909.750499549638,
MINCYCtpp_num1,753.5352,387265.32,513.9312934551697,
MINCYCtpp_num2,755.1141,387265.32,512.8566927832496,
DOXRBCNtex_num1,41.2193,1684509.73279686,40867.014548933636,
DOXRBCNtex_num2,117.9984,1684509.73279686,14275.699778953442,
DOXRBCNtex_num3,121.1028,1684509.73279686,13909.750499549638,
DOXRBCNtex_num4,116.7646,1684509.73279686,14426.544798653531,
DOXRBCNtpp_num1,755.1141,387265.32,512.8566927832496,
DOXRBCNtpp_num2,753.5352,387265.32,513.9312934551697,
REPHACCOAI,28.4043,387265.32,13634.038508254032,
ACPPAT141,46.8534,387265.32,8265.46888806362,
ACPPAT161,46.8534,387265.32,8265.46888806362,
ACPPAT180,46.8534,387265.32,8265.46888806362,
APG3PAT160,22.1932,387265.32,17449.728745741937,
APG3PAT161,22.1932,387265.32,17449.728745741937,
APG3PAT180,22.1932,387265.32,17449.728745741937,
ICYSDS,90.178,12703.890717094248,140.87572043174885,
I4FE4SR,13.8484,387265.32,27964.62551630513,
S2FE2ST,183.3309,387265.32,2112.3843280101714,
BMOCOS,88.1335,387265.32,4394.076259311159,
BWCOS,88.1335,387265.32,4394.076259311159,
BWCOGDS1,21.6426,387265.32,17893.659726650218,
BWCOGDS2,21.6426,387265.32,17893.659726650218,
DHNPTE,108.9549,387265.32,3554.363502696988,
DHMPTR,26.348000000000006,387265.32,14698.091695764384,
NOVBCNtpp_num1,753.5352,387265.32,513.9312934551697,
NOVBCNtpp_num2,755.1141,387265.32,512.8566927832496,
CMtex_num1,41.2193,1684509.73279686,40867.014548933636,
CMtex_num2,121.1028,1684509.73279686,13909.750499549638,
CMtex_num3,117.9984,1684509.73279686,14275.699778953442,
CMtex_num4,116.7646,1684509.73279686,14426.544798653531,
LALALGLUtex_num1,117.9984,1684509.73279686,14275.699778953442,
LALALGLUtex_num2,41.2193,1684509.73279686,40867.014548933636,
LALALGLUtex_num3,116.7646,1684509.73279686,14426.544798653531,
LALALGLUtex_num4,121.1028,1684509.73279686,13909.750499549638,
LALADGLUtpp_num1,53.5746,387265.32,7228.5247113370915,
LALADGLUtpp_num2,54.1583,387265.32,7150.6180954719775,
LALADGLUtpp_num3,53.9905,387265.32,7172.841888850817,
LALADGLUtpp_num4,53.054,387265.32,7299.455648961435,
I2FE2SS,104.0264,12703.890717094248,122.12179520866094,
I2FE2ST,60.0721,387265.32,6446.675245246962,
I2FE2SS2,104.0264,12703.890717094248,122.12179520866094,
I4FE4ST,60.0721,387265.32,6446.675245246962,
S4FE4ST,183.3309,387265.32,2112.3843280101714,
S2FE2SS2,277.1977,387265.32,1397.0726308335172,
BTS5,77.2954,387265.32,5010.198795788624,
5MTRtex_num1,121.1028,1684509.73279686,13909.750499549638,
5MTRtex_num2,41.2193,1684509.73279686,40867.014548933636,
5MTRtex_num3,117.9984,1684509.73279686,14275.699778953442,
5MTRtex_num4,116.7646,1684509.73279686,14426.544798653531,
LALADGLUtex_num1,116.7646,1684509.73279686,14426.544798653531,
LALADGLUtex_num2,121.1028,1684509.73279686,13909.750499549638,
LALADGLUtex_num3,41.2193,1684509.73279686,40867.014548933636,
LALADGLUtex_num4,117.9984,1684509.73279686,14275.699778953442,
LALALGLUtpp_num1,53.054,387265.32,7299.455648961435,
LALALGLUtpp_num2,53.9905,387265.32,7172.841888850817,
LALALGLUtpp_num3,53.5746,387265.32,7228.5247113370915,
LALALGLUtpp_num4,54.1583,387265.32,7150.6180954719775,
3HPPtex_num1,121.1028,1684509.73279686,13909.750499549638,
3HPPtex_num2,41.2193,1684509.73279686,40867.014548933636,
3HPPtex_num3,117.9984,1684509.73279686,14275.699778953442,
3HPPtex_num4,116.7646,1684509.73279686,14426.544798653531,
CDGR,65.1742,270.468,4.149924356570545,
MSAR_num1,21.5701,207378.0,9614.141798137236,
MSAR_num2,108.9945,207378.0,1902.6464638123941,
ACPPAT120,46.8534,387265.32,8265.46888806362,
SHCHCS3,27.682,422550.0,15264.431760710933,
POAACR,13.7627,387265.32,28138.760562970932,
ACPPAT160,46.8534,387265.32,8265.46888806362,
ACPPAT181,46.8534,387265.32,8265.46888806362,
APH141,10.2996,387265.32,37600.0349528137,
APH161,10.2996,387265.32,37600.0349528137,
APH180,10.2996,387265.32,37600.0349528137,
APH181,10.2996,387265.32,37600.0349528137,
GTHPi,20.4693,55713829.84615384,2721823.894620424,
SEPHCHCS,122.7326,687.6,5.602423479988202,
DHNCOAS,189.7966,387265.32,2040.4228526749162,
DHNCOAT,59.7804,387265.32,6478.131962984524,
I2FE2SR,104.0264,12703.890717094248,122.12179520866094,
THZPSN3,600.7236,12703.890717094248,21.147647132715022,
APG3PAT120,22.1932,387265.32,17449.728745741937,
APH120,10.2996,387265.32,37600.0349528137,
MOCDS,21.5136,387265.32,18000.953815261044,
FUSAtex_num1,41.2193,1684509.73279686,40867.014548933636,
FUSAtex_num2,121.1028,1684509.73279686,13909.750499549638,
FUSAtex_num3,117.9984,1684509.73279686,14275.699778953442,
FUSAtex_num4,116.7646,1684509.73279686,14426.544798653531,
QUIN2tex_num1,116.7646,1684509.73279686,14426.544798653531,
QUIN2tex_num2,121.1028,1684509.73279686,13909.750499549638,
QUIN2tex_num3,41.2193,1684509.73279686,40867.014548933636,
QUIN2tex_num4,117.9984,1684509.73279686,14275.699778953442,
FORCT,91.6553,16290.000000000002,177.73112956915747,
PACCOAE,131.9616,387265.32,2934.6819074639893,
HADPCOADH3,51.732,4965491.502439024,95984.91267376137,
O16A4COLIPAabctex,286.4313,387265.32,1352.0356190123075,
COLIPAabctex,286.4313,387265.32,1352.0356190123075,
ENLIPAabctex,286.4313,387265.32,1352.0356190123075,
PYROX,59.9676,387265.32,6457.909271006344,
BMOGDS1,21.6426,387265.32,17893.659726650218,
MPTS,51.4773,387265.32,7523.030928195534,
MOCOS,88.1335,387265.32,4394.076259311159,
BMOGDS2,21.6426,387265.32,17893.659726650218,
S2FE2SR,277.1977,387265.32,1397.0726308335172,
ACACT8r_num1,46.53,387265.32,8322.916827852998,
ACACT8r_num2,81.7516,387265.32,4737.097744875941,
CTECOAI7,159.1859,343538.23728813557,2158.0946383325127,
CLIPAabctex,286.4313,387265.32,1352.0356190123075,
K2L4Aabctex,286.4313,387265.32,1352.0356190123075,
FDH4pp_num1,170.2542,387265.32,2274.630053179305,
FDH4pp_num2,511.7059,387265.32,756.8123017538004,
FDH5pp_num1,511.7059,387265.32,756.8123017538004,
FDH5pp_num2,170.2542,387265.32,2274.630053179305,
ACPPAT140,46.8534,387265.32,8265.46888806362,
APG3PAT140,22.1932,387265.32,17449.728745741937,
APG3PAT141,22.1932,387265.32,17449.728745741937,
APG3PAT181,22.1932,387265.32,17449.728745741937,
APH140,10.2996,387265.32,37600.0349528137,
APH160,10.2996,387265.32,37600.0349528137,
OPMEACPD,102.1965,21671.81038256058,212.06020149966565,
EPMEACPR,111.4545,91201.22429083176,818.2821177326332,
AOXSr2,83.1875,3285398.122425,39493.891779714504,
SCYSDS,120.4668,387265.32,3214.705794459552,
S2FE2SS,277.1977,387265.32,1397.0726308335172,
S4FE4SR,156.7309,387265.32,2470.893231647365,
SELtex_num1,121.1028,1684509.73279686,13909.750499549638,
SELtex_num2,41.2193,1684509.73279686,40867.014548933636,
SELtex_num3,117.9984,1684509.73279686,14275.699778953442,
SELtex_num4,116.7646,1684509.73279686,14426.544798653531,
SELR,233.0399,387265.32,1661.7983444036838,
OGMEACPD,102.1965,21671.81038256058,212.06020149966565,
EGMEACPR,111.4545,91201.22429083176,818.2821177326332,
OPMEACPR,102.2401,45964.31022379477,449.57223461043924,
PMEACPE,28.5047,31104.000000000004,1091.1884706732576,
MEOHtex_num1,121.1028,1684509.73279686,13909.750499549638,
MEOHtex_num2,117.9984,1684509.73279686,14275.699778953442,
MEOHtex_num3,41.2193,1684509.73279686,40867.014548933636,
MEOHtex_num4,116.7646,1684509.73279686,14426.544798653531,
MECDPDH5_num1,60.3831,387265.32,6413.4719813987695,
MECDPDH5_num2,60.4198,387265.32,6409.576330937871,
RNTR1c2_num1,179.78,387265.32,2154.1067971965736,
RNTR1c2_num2,242.422,387265.32,1597.4842217290511,
RNTR1c2_num3,242.3853,387265.32,1597.7260997263445,
RNTR1c2_num4,179.7432,387265.32,2154.5478215587573,
RNTR2c2_num1,242.422,387265.32,1597.4842217290511,
RNTR2c2_num2,242.3853,387265.32,1597.7260997263445,
RNTR2c2_num3,179.7432,387265.32,2154.5478215587573,
RNTR2c2_num4,179.78,387265.32,2154.1067971965736,
RNTR3c2_num1,179.7432,387265.32,2154.5478215587573,
RNTR3c2_num2,242.422,387265.32,1597.4842217290511,
RNTR3c2_num3,242.3853,387265.32,1597.7260997263445,
RNTR3c2_num4,179.78,387265.32,2154.1067971965736,
RNTR4c2_num1,179.78,387265.32,2154.1067971965736,
RNTR4c2_num2,242.422,387265.32,1597.4842217290511,
RNTR4c2_num3,242.3853,387265.32,1597.7260997263445,
RNTR4c2_num4,179.7432,387265.32,2154.5478215587573,
FLDR2_num1,47.4506,387265.32,8161.442004948304,
FLDR2_num2,47.4873,387265.32,8155.134530706106,
TTRCYCtex_num1,41.2193,1684509.73279686,40867.014548933636,
TTRCYCtex_num2,117.9984,1684509.73279686,14275.699778953442,
TTRCYCtex_num3,116.7646,1684509.73279686,14426.544798653531,
TTRCYCtex_num4,121.1028,1684509.73279686,13909.750499549638,
TTRCYCtpp_num1,753.5352,387265.32,513.9312934551697,
TTRCYCtpp_num2,755.1141,387265.32,512.8566927832496,
FESR,24.8824,387265.32,15563.82503295502,
OXCOAHDH,73.0018,387265.32,5304.873578459709,
DHACOAH,27.2371,4002840.0000000005,146962.78238138426,
THFAT,90.6321,48163.049911759335,531.4127104167213,
FOMETRi,21.1052,55410.0,2625.4193279381384,
SLNTtex_num1,121.1028,1684509.73279686,13909.750499549638,
SLNTtex_num2,41.2193,1684509.73279686,40867.014548933636,
SLNTtex_num3,117.9984,1684509.73279686,14275.699778953442,
SLNTtex_num4,116.7646,1684509.73279686,14426.544798653531,
GDPTPDP,79.3415,9489.0,119.59693224857105,
COLIPAKpp,26.7588,387265.32,14472.447194941476,
MPTSS,53.4371,387265.32,7247.1245632715845,
LIPOCT,23.8823,387265.32,16215.578901529585,
LIPOS,72.1427,387265.32,5368.045831386959,
OCTNLL,37.9254,387265.32,10211.238905852017,
LIPATPT,37.9254,626.4000000000002,16.516635289278426,
LIPAMPL,37.9254,387265.32,10211.238905852017,
ALDD19xr,214.794,107813.45454545453,501.9388555800187,
MMM,155.7407,387265.32,2486.603180799881,
MOGDS,21.6426,387265.32,17893.659726650218,
WCOS,88.1335,387265.32,4394.076259311159,
RFAMPtpp_num1,755.1141,387265.32,512.8566927832496,
RFAMPtpp_num2,753.5352,387265.32,513.9312934551697,
ACOLIPAabctex,286.4313,387265.32,1352.0356190123075,
ECA4COLIPAabctex,286.4313,387265.32,1352.0356190123075,
COLIPAPabctex,286.4313,387265.32,1352.0356190123075,
TARTRDtex_num1,116.7646,1684509.73279686,14426.544798653531,
TARTRDtex_num2,41.2193,1684509.73279686,40867.014548933636,
TARTRDtex_num3,121.1028,1684509.73279686,13909.750499549638,
TARTRDtex_num4,117.9984,1684509.73279686,14275.699778953442,
3OXCOAT,42.2761,623179.999998,14740.716385806638,
BTNtex_num1,116.7646,1684509.73279686,14426.544798653531,
BTNtex_num2,121.1028,1684509.73279686,13909.750499549638,
BTNtex_num3,41.2193,1684509.73279686,40867.014548933636,
BTNtex_num4,117.9984,1684509.73279686,14275.699778953442,
2DGULRGx,70.7902,387265.32,5470.60638336945,
2DGULRGy,70.7902,387265.32,5470.60638336945,
ARBTptspp_num1,269.2058,387265.32,1438.547460715928,
ARBTptspp_num2,238.2922,387265.32,1625.1699384201413,
ARBTtex_num1,41.2193,1684509.73279686,40867.014548933636,
ARBTtex_num2,121.1028,1684509.73279686,13909.750499549638,
ARBTtex_num3,117.9984,1684509.73279686,14275.699778953442,
ARBTtex_num4,116.7646,1684509.73279686,14426.544798653531,
PYDXtex_num1,41.2193,1684509.73279686,40867.014548933636,
PYDXtex_num2,121.1028,1684509.73279686,13909.750499549638,
PYDXtex_num3,117.9984,1684509.73279686,14275.699778953442,
PYDXtex_num4,116.7646,1684509.73279686,14426.544798653531,
SUCASPtpp_num1,47.9347,387265.32,8079.018331188055,
SUCASPtpp_num2,45.7502,387265.32,8464.778733207724,
SUCASPtpp_num3,48.4117,387265.32,7999.415843690677,
SUCMALtpp_num1,47.9347,387265.32,8079.018331188055,
SUCMALtpp_num2,45.7502,387265.32,8464.778733207724,
SUCMALtpp_num3,48.4117,387265.32,7999.415843690677,
PYDXNtex_num1,41.2193,1684509.73279686,40867.014548933636,
PYDXNtex_num2,121.1028,1684509.73279686,13909.750499549638,
PYDXNtex_num3,117.9984,1684509.73279686,14275.699778953442,
PYDXNtex_num4,116.7646,1684509.73279686,14426.544798653531,
PYDAMtex_num1,41.2193,1684509.73279686,40867.014548933636,
PYDAMtex_num2,121.1028,1684509.73279686,13909.750499549638,
PYDAMtex_num3,117.9984,1684509.73279686,14275.699778953442,
PYDAMtex_num4,116.7646,1684509.73279686,14426.544798653531,
13PPDH2,84.193,387265.32,4599.732994429466,
TARTt2_3pp,47.9347,387265.32,8079.018331188055,
SUCTARTtpp,47.9347,387265.32,8079.018331188055,
APCS,64.642,322629.0,4991.012035518705,
CHTBSptspp,208.7471,387265.32,1855.188982266101,
CHTBStex_num1,116.7646,1684509.73279686,14426.544798653531,
CHTBStex_num2,117.9984,1684509.73279686,14275.699778953442,
CHTBStex_num3,121.1028,1684509.73279686,13909.750499549638,
CHTBStex_num4,41.2193,1684509.73279686,40867.014548933636,
CHTBStex_num5,52.7797,1684509.73279686,31915.864106784615,
TRPtipp,31.5391,387265.32,12278.895719915912,
TYRtipp,31.5391,387265.32,12278.895719915912,
GHBDHx,124.6313,4784400.0,38388.430514646,
APPLDHr,309.694,645.72,2.085025864240185,
SPMDt3pp,24.8347,387265.32,15593.7184665005,
PHEtipp,31.5391,387265.32,12278.895719915912,
DHNPA2r,108.9549,1242.96,11.408022952616177,
GLYC2Pabcpp,192.2574,387265.32,2014.3064454216071,
CRNDtex_num1,116.7646,1684509.73279686,14426.544798653531,
CRNDtex_num2,41.2193,1684509.73279686,40867.014548933636,
CRNDtex_num3,121.1028,1684509.73279686,13909.750499549638,
CRNDtex_num4,117.9984,1684509.73279686,14275.699778953442,
SHGO,46.0814,387265.32,8403.939984462277,
NADHXD,54.6497,387265.32,7086.321059401973,
NADPHHR,142.1283,387265.32,2724.7586863418483,
NADPHHS,142.1283,387265.32,2724.7586863418483,
NADHHS,142.1283,387265.32,2724.7586863418483,
NADHXE,54.6497,387265.32,7086.321059401973,
SELabcpp_num1,182.5595,387265.32,2121.3101481982585,
SELabcpp_num2,181.6043,387265.32,2132.467788482982,
PYK2,205.4264,1540743.0,7500.219056557482,
PYK3,205.4264,1452685.846153846,7071.563568041138,
PYK4,205.4264,1540743.0,7500.219056557482,
NADPHXD,54.6497,387265.32,7086.321059401973,
NADHHR,142.1283,387265.32,2724.7586863418483,
NADPHXE,54.6497,387265.32,7086.321059401973,
ALAtpp,16.9489,387265.32,22848.994330015517,
DHBSZ3FEabcpp,162.6309,387265.32,2381.253009114504,
FE3DHBZS3R,28.8712,387265.32,13413.551220593532,
DXYLTD_num1,69.3984,387265.32,5580.320583759857,
DXYLTD_num2,70.0161,387265.32,5531.089563686067,
2DDARAA_num1,32.7213,387265.32,11835.26693621586,
2DDARAA_num2,130.12,387265.32,2976.2167230248997,
2DGLCptspp,295.8814,387265.32,1308.8532094278316,
GNP_num1,24.6641,387265.32,15701.579218378127,
GNP_num2,20.7796,387265.32,18636.80340333789,
ALLTAMH2,91.387,387265.32,4237.641240001313,
UGCIAMH,28.7301,387265.32,13479.4281955162,
METGLCUR,273.7847,387265.32,1414.4885378912702,
ACOAD1fr,43.0017,387265.32,9005.814188741375,
23DOGULNt4pp,98.8529,387265.32,3917.5918966464315,
FEENTERES,45.6514,387265.32,8483.098437287794,
FEENTERR4,28.8712,387265.32,13413.551220593532,
DXYLONtex_num1,117.9984,387265.32,3281.9539925965096,
DXYLONtex_num2,41.2193,387265.32,9395.24251988753,
DXYLONtex_num3,121.1028,387265.32,3197.8230065696252,
PSURItex_num1,121.1028,387265.32,3197.8230065696252,
PSURItex_num2,117.9984,387265.32,3281.9539925965096,
PSURItex_num3,41.2193,387265.32,9395.24251988753,
PSURItex_num4,116.7646,387265.32,3316.6329521104853,
ALR2x,36.3284,387265.32,10660.125962057231,
OMPHHXy,42.2878,387265.32,9157.849781733741,
CHLt3pp,47.8329,387265.32,8096.212439555202,
GLYBt3pp,47.8329,387265.32,8096.212439555202,
AI2tpp,37.5424,387265.32,10315.411907603137,
Ftpp,27.5543,387265.32,14054.62377922865,
SQVOSI,284.5924,387265.32,1360.7718266545414,
6D6SPA,31.9827,387265.32,12108.58745509291,
DHPStr,50.9815,387265.32,7596.193128880084,
SQtr,51.5736,387265.32,7508.983666061707,
DHPStex,27.1999,387265.32,14237.747932896811,
FMNtex_num1,121.1028,387265.32,3197.8230065696252,
FMNtex_num2,117.9984,387265.32,3281.9539925965096,
FMNtex_num3,116.7646,387265.32,3316.6329521104853,
FMNtex_num4,41.2193,387265.32,9395.24251988753,
AI2K,57.5442,387265.32,6729.875817197912,
CLBtex_num1,117.9984,387265.32,3281.9539925965096,
CLBtex_num2,116.7646,387265.32,3316.6329521104853,
CLBtex_num3,41.2193,387265.32,9395.24251988753,
CLBtex_num4,121.1028,387265.32,3197.8230065696252,
ACOXT,83.3406,387265.32,4646.778640902514,
2HESR_num1,64.7824,387265.32,5977.940304774137,
2HESR_num2,49.0312,387265.32,7898.3447274388545,
CHOLID,107.1132,387265.32,3615.4770840568663,
CHOLATEtpp,44.687,387265.32,8666.174055094323,
4ABZGLUH,197.5614,387265.32,1960.227655807258,
4ABZGLUtr,54.8852,387265.32,7055.915255843105,
PHDA,204.0983,387265.32,1897.4451036583844,
TEO2M,45.06100000000001,387265.32,8594.246022058986,
PACOAT,59.4024,387265.32,6519.3547735445045,
CYSItpp,32.8652,387265.32,11783.446320119761,
DHPTDNR,47.8098,323785.1612903225,6772.35966873575,
DHPTDNRN,47.8098,323785.1612903225,6772.35966873575,
PCNO,69.4467,134400.0,1935.2971415488425,
HPACOAT,59.4024,387265.32,6519.3547735445045,
PUACGAMtr,66.8468,387265.32,5793.326232519731,
DC6PDA,27.7734,387265.32,13943.749054851045,
PIt2rpp_num1,53.3884,387265.32,7253.735268335445,
PIt2rpp_num2,53.8081,387265.32,7197.156561930266,
LEUt2rpp,46.2082,387265.32,8380.878718495853,
LCTStpp,46.5027,387265.32,8327.802901766994,
ILEt3pp,44.777,387265.32,8648.755387810706,
METt3pp_num1,23.2004,387265.32,16692.182893398392,
METt3pp_num2,44.777,387265.32,8648.755387810706,
GSNt3pp,41.8415,387265.32,9255.53146995208,
CLtipp,44.1529,387265.32,8771.005302029991,
5DKGR_num1,27.0697,387265.32,14306.228735449597,
5DKGR_num2,27.5624,387265.32,14050.493425826488,
PItpp,59.4663,387265.32,6512.349347445528,
LEUt3pp_num1,23.2004,387265.32,16692.182893398392,
LEUt3pp_num2,44.777,387265.32,8648.755387810706,
INSt3pp,41.8415,387265.32,9255.53146995208,
INDOLEt2rpp,44.332,387265.32,8735.570693855454,
ILEt2rpp,46.2082,387265.32,8380.878718495853,
GLYtpp,119.1185,387265.32,3251.0929872354,
PYK6,205.4264,387265.32,1885.177951811452,
FADt,60.0599,387265.32,6447.984761879391,
FADtex_num1,41.2193,387265.32,9395.24251988753,
FADtex_num2,116.7646,387265.32,3316.6329521104853,
FADtex_num3,121.1028,387265.32,3197.8230065696252,
FADtex_num4,117.9984,387265.32,3281.9539925965096,
AI2abcpp,219.1759,387265.32,1766.9156143535854,
PAI2I,11.2547,387265.32,34409.208597297125,
4HBZt3pp,108.3647,387265.32,3573.7220700098833,
CURR,75.2186,387265.32,5148.531347299738,
LKDRA,173.49400000000003,387265.32,2232.1539649786155,
METNA,38.4949,387265.32,10060.172126697302,
XYHDL,528.47,387265.32,732.8047382065207,
2DGLCtex_num1,121.1028,387265.32,3197.8230065696252,
2DGLCtex_num2,41.2193,387265.32,9395.24251988753,
2DGLCtex_num3,116.7646,387265.32,3316.6329521104853,
2DGLCtex_num4,117.9984,387265.32,3281.9539925965096,
E4PP_num1,29.7074,387265.32,13035.98833960562,
E4PP_num2,23.0072,387265.32,16832.353350255573,
E4PP_num3,30.4125,387265.32,12733.754870530207,
E4PP_num4,20.7796,387265.32,18636.80340333789,
E4PP_num5,24.33,387265.32,15917.193588162763,
