,MW,kcat,kcat_MW,source
LIPOtex_num4,116.7646,1684509.73279686,14426.544798653531,
CYANSTpp,11.4752,524520.0000989999,45709.0072590456,
MCPST,30.8114,1722768.5454545454,55913.34848317653,
GALBDtex_num1,117.9984,1684509.73279686,14275.699778953442,
GALBDtex_num2,121.1028,1684509.73279686,13909.750499549638,
GALBDtex_num3,116.7646,1684509.73279686,14426.544798653531,
GALBDtex_num4,41.2193,1684509.73279686,40867.014548933636,
LIPAHT2ex,43.5386,387265.32,8894.758214549847,
LIPAHTex,43.5386,387265.32,8894.758214549847,
ECAP1pp,135.9644,387265.32,2848.2846980533136,
UDCPDPpp_num1,29.7584,387265.32,13013.647239098877,
UDCPDPpp_num2,29.0209,387265.32,13344.35940994249,
UDCPDPpp_num3,22.3984,387265.32,17289.865347524825,
ECAP2pp,135.9644,387265.32,2848.2846980533136,
ECA4OALpp,46.8771,387265.32,8261.290054205572,
FE3Ri,26.2417,387265.32,14757.630793736687,
SULFACtex_num1,116.7646,1684509.73279686,14426.544798653531,
SULFACtex_num2,41.2193,1684509.73279686,40867.014548933636,
SULFACtex_num3,121.1028,1684509.73279686,13909.750499549638,
SULFACtex_num4,117.9984,1684509.73279686,14275.699778953442,
NODOy,43.8671,564859.3846153846,12876.606491320024,
GALM2pp,38.19,19093275.0,499954.83110761974,
CU1abcpp,87.8721,11088.0,126.18339609500626,
HG2abcpp,76.839,387265.32,5039.9578339124655,
GLCTR3,39.0399,387265.32,9919.73135177088,
LA4NTpp,62.5418,387265.32,6192.103840951172,
NODOx,43.8671,663895.3846153846,15134.243763900158,
NOtex_num1,41.2193,1684509.73279686,40867.014548933636,
NOtex_num2,116.7646,1684509.73279686,14426.544798653531,
NOtex_num3,117.9984,1684509.73279686,14275.699778953442,
NOtex_num4,121.1028,1684509.73279686,13909.750499549638,
NHFRBO,258.3374,660250.2857142857,2555.7673248793467,
N2Otex_num1,41.2193,1684509.73279686,40867.014548933636,
N2Otex_num2,116.7646,1684509.73279686,14426.544798653531,
N2Otex_num3,117.9984,1684509.73279686,14275.699778953442,
N2Otex_num4,121.1028,1684509.73279686,13909.750499549638,
CRNt8pp,169.7599,387265.32,2281.2532288249467,
CRNt2rpp,109.6903,387265.32,3530.5338758304065,
CRNDt2rpp,109.6903,387265.32,3530.5338758304065,
CTBTt2rpp,109.6903,387265.32,3530.5338758304065,
42A12BOOXpp,168.7552,92996.4,551.072796571602,
TYROXDApp,168.7552,89301.08688571429,529.1753195499415,
PEAMNtex_num1,41.2193,1684509.73279686,40867.014548933636,
PEAMNtex_num2,116.7646,1684509.73279686,14426.544798653531,
PEAMNtex_num3,117.9984,1684509.73279686,14275.699778953442,
PEAMNtex_num4,121.1028,1684509.73279686,13909.750499549638,
PACALDtex_num1,41.2193,1684509.73279686,40867.014548933636,
PACALDtex_num2,116.7646,1684509.73279686,14426.544798653531,
PACALDtex_num3,117.9984,1684509.73279686,14275.699778953442,
PACALDtex_num4,121.1028,1684509.73279686,13909.750499549638,
NTRIR4pp,134.0256,387265.32,2889.487679965618,
NTRIR3pp,134.0256,387265.32,2889.487679965618,
INOSTt4pp,62.0842,387265.32,6237.743580492299,
AGM3PA,20.5359,387265.32,18857.96678012651,
CYANtex_num1,41.2193,1684509.73279686,40867.014548933636,
CYANtex_num2,116.7646,1684509.73279686,14426.544798653531,
CYANtex_num3,117.9984,1684509.73279686,14275.699778953442,
CYANtex_num4,121.1028,1684509.73279686,13909.750499549638,
SO3tex_num1,41.2193,1684509.73279686,40867.014548933636,
SO3tex_num2,116.7646,1684509.73279686,14426.544798653531,
SO3tex_num3,117.9984,1684509.73279686,14275.699778953442,
SO3tex_num4,121.1028,1684509.73279686,13909.750499549638,
TCYNTtex_num1,41.2193,1684509.73279686,40867.014548933636,
TCYNTtex_num2,116.7646,1684509.73279686,14426.544798653531,
TCYNTtex_num3,117.9984,1684509.73279686,14275.699778953442,
TCYNTtex_num4,121.1028,1684509.73279686,13909.750499549638,
ACANTHAT,64.5484,387265.32,5999.611454350534,
METSOX1tex_num1,41.2193,1684509.73279686,40867.014548933636,
METSOX1tex_num2,116.7646,1684509.73279686,14426.544798653531,
METSOX1tex_num3,117.9984,1684509.73279686,14275.699778953442,
METSOX1tex_num4,121.1028,1684509.73279686,13909.750499549638,
METSOX2tex_num1,41.2193,1684509.73279686,40867.014548933636,
METSOX2tex_num2,116.7646,1684509.73279686,14426.544798653531,
METSOX2tex_num3,117.9984,1684509.73279686,14275.699778953442,
METSOX2tex_num4,121.1028,1684509.73279686,13909.750499549638,
3UMPtex_num1,41.2193,1684509.73279686,40867.014548933636,
3UMPtex_num2,116.7646,1684509.73279686,14426.544798653531,
3UMPtex_num3,117.9984,1684509.73279686,14275.699778953442,
3UMPtex_num4,121.1028,1684509.73279686,13909.750499549638,
3GMPtex_num1,41.2193,1684509.73279686,40867.014548933636,
3GMPtex_num2,116.7646,1684509.73279686,14426.544798653531,
3GMPtex_num3,117.9984,1684509.73279686,14275.699778953442,
3GMPtex_num4,121.1028,1684509.73279686,13909.750499549638,
METSOXR1_num1,101.4043,313919.8153846154,3095.7248892267426,
METSOXR1_num2,38.8694,313919.8153846154,8076.2711897949375,
METSOXR1_num3,35.1213,313919.8153846154,8938.16047198183,
METSOXR1_num4,97.6561,313919.8153846154,3214.5438470778113,
METSOXR2_num1,48.0493,313919.8153846154,6533.28592476093,
METSOXR2_num2,31.0056,313919.8153846154,10124.616694552447,
METSOXR2_num3,27.2575,313919.8153846154,11516.8234571995,
METSOXR2_num4,51.7974,313919.8153846154,6060.5322928296655,
DAPAL,86.6542,216683.72307692308,2500.5565001687523,
AMPTASECG_num1,277.0777,463205.4544374545,1671.752921427652,
AMPTASECG_num2,98.9177,463205.4544374545,4682.735793871618,
AMPTASECG_num3,329.2752,463205.4544374545,1406.7426105502466,
AMPTASECG_num4,105.8295,463205.4544374545,4376.9029848714645,
DOPAtex_num1,41.2193,1684509.73279686,40867.014548933636,
DOPAtex_num2,116.7646,1684509.73279686,14426.544798653531,
DOPAtex_num3,117.9984,1684509.73279686,14275.699778953442,
DOPAtex_num4,121.1028,1684509.73279686,13909.750499549638,
4HOXPACDtex_num1,41.2193,1684509.73279686,40867.014548933636,
4HOXPACDtex_num2,116.7646,1684509.73279686,14426.544798653531,
4HOXPACDtex_num3,117.9984,1684509.73279686,14275.699778953442,
4HOXPACDtex_num4,121.1028,1684509.73279686,13909.750499549638,
LACZpp,83.4591,1911960.0,22908.94581897001,
GPDDA1pp,81.6857,35568.78666666667,435.4346803255242,
ETHAtex_num1,41.2193,1684509.73279686,40867.014548933636,
ETHAtex_num2,116.7646,1684509.73279686,14426.544798653531,
ETHAtex_num3,117.9984,1684509.73279686,14275.699778953442,
ETHAtex_num4,121.1028,1684509.73279686,13909.750499549638,
G3PStex_num1,41.2193,1684509.73279686,40867.014548933636,
G3PStex_num2,116.7646,1684509.73279686,14426.544798653531,
G3PStex_num3,117.9984,1684509.73279686,14275.699778953442,
G3PStex_num4,121.1028,1684509.73279686,13909.750499549638,
FLVR_num1,26.2417,91896.1356521739,3501.912439063548,
FLVR_num2,786.1414,91896.1356521739,116.89517388624223,
FDMO2,166.9429,2964.0,17.75457356976547,
LALGP,105.8295,23962536.0,226425.8642439017,
AGM4PApp_num1,31.4117,387265.32,12328.69663214662,
AGM4PApp_num2,45.6339,387265.32,8486.351593880865,
AGM4PApp_num3,47.9846,387265.32,8070.6168228973465,
AGM4PApp_num4,31.0721,387265.32,12463.442123319635,
AGM4PA,20.5359,387265.32,18857.96678012651,
RNDR3b_num1,258.1916,387265.32,1499.9144821132834,
RNDR3b_num2,243.5264,387265.32,1590.2395797745132,
RNDR3b_num3,242.9791,387265.32,1593.8215262135714,
RNDR3b_num4,259.5989,387265.32,1491.783362718409,
RNDR4b_num1,259.5989,387265.32,1491.783362718409,
RNDR4b_num2,243.5264,387265.32,1590.2395797745132,
RNDR4b_num3,242.9791,387265.32,1593.8215262135714,
RNDR4b_num4,258.1916,387265.32,1499.9144821132834,
ACGAL1Ptex_num1,41.2193,1684509.73279686,40867.014548933636,
ACGAL1Ptex_num2,116.7646,1684509.73279686,14426.544798653531,
ACGAL1Ptex_num3,117.9984,1684509.73279686,14275.699778953442,
ACGAL1Ptex_num4,121.1028,1684509.73279686,13909.750499549638,
ACGALtex_num1,41.2193,1684509.73279686,40867.014548933636,
ACGALtex_num2,116.7646,1684509.73279686,14426.544798653531,
ACGALtex_num3,117.9984,1684509.73279686,14275.699778953442,
ACGALtex_num4,121.1028,1684509.73279686,13909.750499549638,
GLCUR1Ptex_num1,41.2193,1684509.73279686,40867.014548933636,
GLCUR1Ptex_num2,116.7646,1684509.73279686,14426.544798653531,
GLCUR1Ptex_num3,117.9984,1684509.73279686,14275.699778953442,
GLCUR1Ptex_num4,121.1028,1684509.73279686,13909.750499549638,
UDPGLCURtex_num1,41.2193,1684509.73279686,40867.014548933636,
UDPGLCURtex_num2,116.7646,1684509.73279686,14426.544798653531,
UDPGLCURtex_num3,117.9984,1684509.73279686,14275.699778953442,
UDPGLCURtex_num4,121.1028,1684509.73279686,13909.750499549638,
UDPGALPpp,60.8232,1256580.0,20659.55096081758,
UACGAMPpp,60.8232,1256580.0,20659.55096081758,
UACGALPpp,60.8232,1256580.0,20659.55096081758,
UGLCURPpp,60.8232,387265.32,6367.065856449513,
FEROpp_num1,56.5555,8621.217391194783,152.43817827080974,
FEROpp_num2,443.8756,8621.217391194783,19.422598113513747,
ISETACabcpp_num1,150.4815,387265.32,2573.5078398341325,
ISETACabcpp_num2,147.88299999999995,387265.32,2618.727778040749,
ISETACtex_num1,41.2193,1684509.73279686,40867.014548933636,
ISETACtex_num2,116.7646,1684509.73279686,14426.544798653531,
ISETACtex_num3,117.9984,1684509.73279686,14275.699778953442,
ISETACtex_num4,121.1028,1684509.73279686,13909.750499549638,
UDPGtex_num1,41.2193,1684509.73279686,40867.014548933636,
UDPGtex_num2,116.7646,1684509.73279686,14426.544798653531,
UDPGtex_num3,117.9984,1684509.73279686,14275.699778953442,
UDPGtex_num4,121.1028,1684509.73279686,13909.750499549638,
UDPGALtex_num1,121.1028,1684509.73279686,13909.750499549638,
UDPGALtex_num2,117.9984,1684509.73279686,14275.699778953442,
UDPGALtex_num3,41.2193,1684509.73279686,40867.014548933636,
UDPGALtex_num4,116.7646,1684509.73279686,14426.544798653531,
ACGAM1Ptex_num1,41.2193,1684509.73279686,40867.014548933636,
ACGAM1Ptex_num2,116.7646,1684509.73279686,14426.544798653531,
ACGAM1Ptex_num3,117.9984,1684509.73279686,14275.699778953442,
ACGAM1Ptex_num4,121.1028,1684509.73279686,13909.750499549638,
UACGAMtex_num1,41.2193,1684509.73279686,40867.014548933636,
UACGAMtex_num2,116.7646,1684509.73279686,14426.544798653531,
UACGAMtex_num3,117.9984,1684509.73279686,14275.699778953442,
UACGAMtex_num4,121.1028,1684509.73279686,13909.750499549638,
UDPACGALtex_num1,41.2193,1684509.73279686,40867.014548933636,
UDPACGALtex_num2,116.7646,1684509.73279686,14426.544798653531,
UDPACGALtex_num3,117.9984,1684509.73279686,14275.699778953442,
UDPACGALtex_num4,121.1028,1684509.73279686,13909.750499549638,
AM4PCP,33.5671,387265.32,11537.050266481167,
AM3PA,20.5359,387265.32,18857.96678012651,
UM4PCP,33.5671,387265.32,11537.050266481167,
CBLAT,21.9986,221.36800032,10.062822194139628,
MSO3abcpp,147.88299999999995,387265.32,2618.727778040749,
MSO3tex_num1,41.2193,1684509.73279686,40867.014548933636,
MSO3tex_num2,116.7646,1684509.73279686,14426.544798653531,
MSO3tex_num3,117.9984,1684509.73279686,14275.699778953442,
MSO3tex_num4,121.1028,1684509.73279686,13909.750499549638,
TDP,17.4327,2040.6315789473688,117.0576892246966,
3PEPTabcpp_num1,206.8443,387265.32,1872.25521805532,
3PEPTabcpp_num2,200.749,387265.32,1929.1021125883567,
3PEPTabcpp_num3,201.7477,387265.32,1919.552589694951,
4PEPTabcpp_num1,201.7477,387265.32,1919.552589694951,
4PEPTabcpp_num2,206.8443,387265.32,1872.25521805532,
AGM3Pt2pp,53.2445,387265.32,7273.339405948032,
AGM4Pt2pp,53.2445,387265.32,7273.339405948032,
AGMt2pp,53.2445,387265.32,7273.339405948032,
FEOXAMR1,30.1124,387265.32,12860.65939612917,
FEOXAMR2,30.1124,387265.32,12860.65939612917,
FEOXAMR3,30.1124,387265.32,12860.65939612917,
ARABDI,389.8559,379.8,0.9742061105141668,
AGt3,773.0013,387265.32,500.98922213972986,
CD2t3pp_num1,65.8537,387265.32,5880.691897342139,
CD2t3pp_num2,34.678000000000004,387265.32,11167.464098275565,
ZNabcpp,178.7449,1080000.0,6042.130432812349,
SKMt2pp,47.8168,387265.32,8098.938448411437,
FE2t2pp,44.1931,387265.32,8763.026807352278,
R5PPpp_num1,104.4129,387265.32,3708.979637573519,
R5PPpp_num2,98.876,387265.32,3916.676645495368,
PSP_Lpp_num1,104.4129,600507.7019999999,5751.278836235752,
PSP_Lpp_num2,98.876,600507.7019999999,6073.341377078361,
TYRPpp,104.4129,387265.32,3708.979637573519,
GLYC2Ptex_num1,41.2193,1684509.73279686,40867.014548933636,
GLYC2Ptex_num2,116.7646,1684509.73279686,14426.544798653531,
GLYC2Ptex_num3,117.9984,1684509.73279686,14275.699778953442,
GLYC2Ptex_num4,121.1028,1684509.73279686,13909.750499549638,
PSERtex_num1,41.2193,1684509.73279686,40867.014548933636,
PSERtex_num2,116.7646,1684509.73279686,14426.544798653531,
PSERtex_num3,117.9984,1684509.73279686,14275.699778953442,
PSERtex_num4,121.1028,1684509.73279686,13909.750499549638,
R5Ptex_num1,41.2193,1684509.73279686,40867.014548933636,
R5Ptex_num2,116.7646,1684509.73279686,14426.544798653531,
R5Ptex_num3,117.9984,1684509.73279686,14275.699778953442,
R5Ptex_num4,121.1028,1684509.73279686,13909.750499549638,
THRPtex_num1,41.2193,1684509.73279686,40867.014548933636,
THRPtex_num2,116.7646,1684509.73279686,14426.544798653531,
THRPtex_num3,117.9984,1684509.73279686,14275.699778953442,
THRPtex_num4,121.1028,1684509.73279686,13909.750499549638,
TYRPtex_num1,41.2193,1684509.73279686,40867.014548933636,
TYRPtex_num2,116.7646,1684509.73279686,14426.544798653531,
TYRPtex_num3,117.9984,1684509.73279686,14275.699778953442,
TYRPtex_num4,121.1028,1684509.73279686,13909.750499549638,
PAPSR2_num1,80.3009,2199.2000000000007,27.386990681299963,
PAPSR2_num2,65.0883,2199.2000000000007,33.78794652802424,
PAPSR2_num3,65.6357,2199.2000000000007,33.50615594866818,
PAPSR2_num4,81.7082,2199.2000000000007,26.915291243718507,
GRXR_num1,25.7572,175018.5,6794.9350084636535,
GRXR_num2,24.3499,175018.5,7187.6475878751025,
GRXR_num3,9.1374,175018.5,19154.081029614557,
GRXR_num4,9.6847,175018.5,18071.649095996774,
RNDR1b_num1,243.5264,387265.32,1590.2395797745132,
RNDR1b_num2,258.1916,387265.32,1499.9144821132834,
RNDR1b_num3,242.9791,387265.32,1593.8215262135714,
RNDR1b_num4,259.5989,387265.32,1491.783362718409,
RNDR2b_num1,259.5989,387265.32,1491.783362718409,
RNDR2b_num2,243.5264,387265.32,1590.2395797745132,
RNDR2b_num3,258.1916,387265.32,1499.9144821132834,
RNDR2b_num4,242.9791,387265.32,1593.8215262135714,
FACOAE181,127.8637,387265.32,3028.735442506357,
FACOAE160,127.8637,39036.40615384616,305.29701669704656,
FACOAE140,127.8637,39036.40615384616,305.29701669704656,
AAMYL,56.6387,387265.32,6837.468374097571,
AAMYLpp,75.7117,387265.32,5114.999663196046,
FACOAL80t2pp_num1,124.6625,387265.32,3106.5101373709017,
FACOAL80t2pp_num2,62.7586,387265.32,6170.71317715819,
PPGPPDP,79.3415,9489.0,119.59693224857105,
CPGNabcpp,161.1923,387265.32,2402.5050824388018,
CITtex_num1,41.2193,1684509.73279686,40867.014548933636,
CITtex_num2,116.7646,1684509.73279686,14426.544798653531,
CITtex_num3,117.9984,1684509.73279686,14275.699778953442,
CITtex_num4,121.1028,1684509.73279686,13909.750499549638,
ACGAtex_num1,41.2193,1684509.73279686,40867.014548933636,
ACGAtex_num2,116.7646,1684509.73279686,14426.544798653531,
ACGAtex_num3,117.9984,1684509.73279686,14275.699778953442,
ACGAtex_num4,121.1028,1684509.73279686,13909.750499549638,
DDCAtexi,48.541,387265.32,7978.107579159885,
TTDCAtexi,48.541,387265.32,7978.107579159885,
HDCAtexi,48.541,387265.32,7978.107579159885,
23PDE2pp,70.8313,36432.0,514.3488824855679,
23PDE4pp,70.8313,36432.0,514.3488824855679,
23PDE9pp,70.8313,36432.0,514.3488824855679,
SARCOX,40.9015,72104.4,1762.879112013007,
MN6PP_num1,29.7208,387265.32,13030.110898764502,
MN6PP_num2,30.4125,387265.32,12733.754870530207,
MN6PP_num3,24.33,387265.32,15917.193588162763,
MN6PP_num4,29.7074,387265.32,13035.98833960562,
F6PP_num1,23.0072,387265.32,16832.353350255573,
F6PP_num2,29.7208,387265.32,13030.110898764502,
F6PP_num3,30.4125,387265.32,12733.754870530207,
F6PP_num4,20.7796,387265.32,18636.80340333789,
F6PP_num5,29.7074,387265.32,13035.98833960562,
GDPMNH,36.5465,387265.32,10596.50910483904,
FACOAL60t2pp_num1,124.6625,387265.32,3106.5101373709017,
FACOAL60t2pp_num2,62.7586,387265.32,6170.71317715819,
ILEabcpp,173.063,387265.32,2237.7129715768247,
INDOLEt2pp,743.4823,387265.32,520.8803491354132,
INSt2pp_num1,46.1393,387265.32,8393.393917983152,
INSt2pp_num2,46.3887,387265.32,8348.268436063094,
INSt2pp_num3,43.4752,387265.32,8907.729464154276,
LYXt2pp,37.3194,387265.32,10377.051077991608,
GDPDPK_num1,83.8746,54438.0,649.0403530985542,
GDPDPK_num2,79.3415,54438.0,686.1226470384353,
OCDCAtexi,48.541,387265.32,7978.107579159885,
OCDCEAtexi,48.541,387265.32,7978.107579159885,
G6Ptex_num1,41.2193,1684509.73279686,40867.014548933636,
G6Ptex_num2,116.7646,1684509.73279686,14426.544798653531,
G6Ptex_num3,117.9984,1684509.73279686,14275.699778953442,
G6Ptex_num4,121.1028,1684509.73279686,13909.750499549638,
MOBDtex_num1,41.2193,1684509.73279686,40867.014548933636,
MOBDtex_num2,116.7646,1684509.73279686,14426.544798653531,
MOBDtex_num3,117.9984,1684509.73279686,14275.699778953442,
MOBDtex_num4,121.1028,1684509.73279686,13909.750499549638,
NI2tex_num1,41.2193,1684509.73279686,40867.014548933636,
NI2tex_num2,116.7646,1684509.73279686,14426.544798653531,
NI2tex_num3,117.9984,1684509.73279686,14275.699778953442,
NI2tex_num4,121.1028,1684509.73279686,13909.750499549638,
LEUabcpp_num1,173.063,387265.32,2237.7129715768247,
LEUabcpp_num2,173.3653,387265.32,2233.8110336959007,
L_LACt2rpp_num1,59.1674,387265.32,6545.248227909288,
L_LACt2rpp_num2,58.9194,387265.32,6572.798093666941,
MALt2_2pp,45.4357,387265.32,8523.370829545931,
MALt2_3pp_num1,47.9347,387265.32,8079.018331188055,
MALt2_3pp_num2,45.7502,387265.32,8464.778733207724,
MALTabcpp,214.6047,11160.0,52.002588946094846,
MALTHXabcpp,214.6047,387265.32,1804.5519040356528,
MALTPTabcpp,214.6047,387265.32,1804.5519040356528,
MAN6Pt6_2pp,50.606,387265.32,7652.557404260364,
MANGLYCptspp,205.9085,387265.32,1880.7641258131646,
MELIBt2pp_num1,52.6358,387265.32,7357.451012428803,
MELIBt2pp_num2,46.5027,387265.32,8327.802901766994,
METabcpp,151.5187,387265.32,2555.8912530268544,
GGPTRCS,638.119,21384.0,33.51099089668228,
RMNtpp,37.3194,387265.32,10377.051077991608,
SERt4pp,43.4772,387265.32,8907.319698600646,
SUCCt2_3pp_num1,47.9347,387265.32,8079.018331188055,
SUCCt2_3pp_num2,45.7502,387265.32,8464.778733207724,
MNLptspp_num1,201.258,387265.32,1924.2232358465253,
MNLptspp_num2,272.1844,387265.32,1422.8049807409975,
MNLptspp_num3,203.4571,387265.32,1903.424948060304,
NAt3_1p5pp,56.7277,387265.32,6826.741080636091,
NAt3_2pp,82.7104,387265.32,4682.184102603785,
NH4tpp,133.5425,387265.32,2899.940618155269,
NMNPtpp,26.9959,387265.32,14345.338366196347,
NO2t2rpp_num1,49.6928,387265.32,7793.187745508405,
NO2t2rpp_num2,28.5622,387265.32,13558.66564900463,
NO3t7pp_num1,49.6928,387265.32,7793.187745508405,
NO3t7pp_num2,49.8895,387265.32,7762.461439781919,
PNTOt4pp,51.7164,387265.32,7488.24976216442,
FRULYSDG,462.8254,387265.32,836.7417172869078,
METDabcpp,151.5187,387265.32,2555.8912530268544,
PROabcpp,199.5851,387265.32,1940.351859933432,
PROt2rpp_num1,109.6903,387265.32,3530.5338758304065,
PROt2rpp_num2,50.2151,387265.32,7712.128821808579,
PROt4pp,54.3435,387265.32,7126.24913743134,
ASNNpp,147.401,1294539.408,8782.43300927402,
GLUNpp,147.401,127426.0,864.485315567737,
NTD12_num1,25.3985,387265.32,15247.566588578069,
NTD12_num2,26.9001,387265.32,14396.426779082607,
NTD12_num3,45.4156,387265.32,8527.143096204829,
NTD12_num4,20.2552,387265.32,19119.303684979663,
FECRMtonex,150.0891,387265.32,2580.236139732999,
ADOCBLabcpp,153.42600000000004,387265.32,2524.117946110829,
CRNabcpp,199.5851,387265.32,1940.351859933432,
CRNDabcpp,199.5851,387265.32,1940.351859933432,
DNTPPA_num1,17.3056,14760.54,852.9343102810652,
DNTPPA_num2,14.9269,14760.54,988.8550201314406,
CTBTabcpp,199.5851,387265.32,1940.351859933432,
NTPP9,42.0772,24891.6,591.5697812592092,
NTPP10,42.0772,809014.9090909091,19226.918832310825,
NTPP11,42.0772,809014.9090909091,19226.918832310825,
NTD10pp_num1,104.4129,347934.6,3332.295147438679,
NTD10pp_num2,60.8232,347934.6,5720.425758592116,
NTD1pp_num1,60.8232,290100.0,4769.561614647043,
NTD1pp_num2,104.4129,290100.0,2778.3923250862676,
NTD2pp_num1,60.8232,347934.6,5720.425758592116,
NTD2pp_num2,104.4129,347934.6,3332.295147438679,
NTD2pp_num3,98.876,347934.6,3518.898418220801,
NTD3pp_num1,60.8232,290100.0,4769.561614647043,
NTD3pp_num2,104.4129,290100.0,2778.3923250862676,
NTD4pp_num1,104.4129,347934.6,3332.295147438679,
NTD4pp_num2,60.8232,347934.6,5720.425758592116,
NTD4pp_num3,98.876,347934.6,3518.898418220801,
NTD5pp_num1,104.4129,290100.0,2778.3923250862676,
NTD5pp_num2,60.8232,290100.0,4769.561614647043,
NTD6pp_num1,60.8232,290100.0,4769.561614647043,
NTD6pp_num2,104.4129,290100.0,2778.3923250862676,
NTD7pp_num1,104.4129,347934.6,3332.295147438679,
NTD7pp_num2,60.8232,347934.6,5720.425758592116,
NTD7pp_num3,98.876,347934.6,3518.898418220801,
NTD9pp_num1,104.4129,347934.6,3332.295147438679,
NTD9pp_num2,60.8232,347934.6,5720.425758592116,
NTD9pp_num3,98.876,347934.6,3518.898418220801,
PEAMNOpp,168.7552,116539.2,690.5813865291262,
H2O2tex_num1,41.2193,1684509.73279686,40867.014548933636,
H2O2tex_num2,116.7646,1684509.73279686,14426.544798653531,
H2O2tex_num3,117.9984,1684509.73279686,14275.699778953442,
H2O2tex_num4,121.1028,1684509.73279686,13909.750499549638,
ARGDCpp,295.5905,12120.545454545454,41.00451622953192,
ALLPI,32.1463,21427852.32,666572.897036362,
ALLK,33.8206,77142.85714285713,2280.942891103562,
ADEtex_num1,41.2193,1684509.73279686,40867.014548933636,
ADEtex_num2,116.7646,1684509.73279686,14426.544798653531,
ADEtex_num3,117.9984,1684509.73279686,14275.699778953442,
ADEtex_num4,121.1028,1684509.73279686,13909.750499549638,
ADNtex,33.5886,387265.32,11529.665422196817,
AGMtex_num1,41.2193,1684509.73279686,40867.014548933636,
AGMtex_num2,116.7646,1684509.73279686,14426.544798653531,
AGMtex_num3,117.9984,1684509.73279686,14275.699778953442,
AGMtex_num4,121.1028,1684509.73279686,13909.750499549638,
ALAtex_num1,121.1028,1684509.73279686,13909.750499549638,
ALAtex_num2,116.7646,1684509.73279686,14426.544798653531,
ALAtex_num3,41.2193,1684509.73279686,40867.014548933636,
ALAtex_num4,117.9984,1684509.73279686,14275.699778953442,
BALAtex_num1,41.2193,1684509.73279686,40867.014548933636,
BALAtex_num2,116.7646,1684509.73279686,14426.544798653531,
BALAtex_num3,117.9984,1684509.73279686,14275.699778953442,
BALAtex_num4,121.1028,1684509.73279686,13909.750499549638,
DALAtex_num1,41.2193,1684509.73279686,40867.014548933636,
DALAtex_num2,116.7646,1684509.73279686,14426.544798653531,
DALAtex_num3,117.9984,1684509.73279686,14275.699778953442,
DALAtex_num4,121.1028,1684509.73279686,13909.750499549638,
AMPtex_num1,117.9984,1684509.73279686,14275.699778953442,
AMPtex_num2,121.1028,1684509.73279686,13909.750499549638,
AMPtex_num3,116.7646,1684509.73279686,14426.544798653531,
AMPtex_num4,41.2193,1684509.73279686,40867.014548933636,
ARBtex_num1,41.2193,1684509.73279686,40867.014548933636,
ARBtex_num2,116.7646,1684509.73279686,14426.544798653531,
ARBtex_num3,117.9984,1684509.73279686,14275.699778953442,
ARBtex_num4,121.1028,1684509.73279686,13909.750499549638,
ARGtex_num1,41.2193,1684509.73279686,40867.014548933636,
ARGtex_num2,116.7646,1684509.73279686,14426.544798653531,
ARGtex_num3,117.9984,1684509.73279686,14275.699778953442,
ARGtex_num4,121.1028,1684509.73279686,13909.750499549638,
ASCBtex_num1,41.2193,1684509.73279686,40867.014548933636,
ASCBtex_num2,116.7646,1684509.73279686,14426.544798653531,
ASCBtex_num3,117.9984,1684509.73279686,14275.699778953442,
ASCBtex_num4,121.1028,1684509.73279686,13909.750499549638,
FACOAL100t2pp_num1,124.6625,387265.32,3106.5101373709017,
FACOAL100t2pp_num2,62.7586,387265.32,6170.71317715819,
GPDDA3pp,81.6857,7360.559999999998,90.10830537046265,
GPDDA4pp,81.6857,7360.559999999998,90.10830537046265,
GPDDA2pp,81.6857,35568.78666666667,435.4346803255242,
FACOAL120t2pp_num1,62.7586,387265.32,6170.71317715819,
FACOAL120t2pp_num2,124.6625,387265.32,3106.5101373709017,
FACOAL140t2pp_num1,62.7586,387265.32,6170.71317715819,
FACOAL140t2pp_num2,124.6625,387265.32,3106.5101373709017,
FE3HOXtonex,150.0891,387265.32,2580.236139732999,
COBALT2abcpp,76.839,387265.32,5039.9578339124655,
MG2uabcpp,99.4653,81000.0,814.3543527240154,
HCYSMT2,33.4224,899817.75,26922.595325290826,
MMETtex_num1,41.2193,1684509.73279686,40867.014548933636,
MMETtex_num2,116.7646,1684509.73279686,14426.544798653531,
MMETtex_num3,117.9984,1684509.73279686,14275.699778953442,
MMETtex_num4,121.1028,1684509.73279686,13909.750499549638,
FE3tex_num1,41.2193,1684509.73279686,40867.014548933636,
FE3tex_num2,116.7646,1684509.73279686,14426.544798653531,
FE3tex_num3,117.9984,1684509.73279686,14275.699778953442,
FE3tex_num4,121.1028,1684509.73279686,13909.750499549638,
MG2tex_num1,41.2193,1684509.73279686,40867.014548933636,
MG2tex_num2,116.7646,1684509.73279686,14426.544798653531,
MG2tex_num3,117.9984,1684509.73279686,14275.699778953442,
MG2tex_num4,121.1028,1684509.73279686,13909.750499549638,
Zn2tex_num1,41.2193,1684509.73279686,40867.014548933636,
Zn2tex_num2,116.7646,1684509.73279686,14426.544798653531,
Zn2tex_num3,117.9984,1684509.73279686,14275.699778953442,
Zn2tex_num4,121.1028,1684509.73279686,13909.750499549638,
MMETt2pp,50.5252,387265.32,7664.795389231513,
CD2tex_num1,41.2193,1684509.73279686,40867.014548933636,
CD2tex_num2,116.7646,1684509.73279686,14426.544798653531,
