id,kcat
2AGPEAT161,4.700660942
AACPS6,4.700067462
MSAR,4.692517044
ADSL1r_reverse,4.676494283
3OAS180,4.673042405
NADPHQR4,4.669431607
GLCRD,4.66855188
HPYRRx,4.665842093
CYSTL,4.664485948
3HAD181,4.652395166
DHPPD,4.648788924
FEENTERR4,4.635318568
EDTXS3,4.631300065
NTD10pp,4.630514075
ASR,4.629599304
IPDDI,4.619909122
3HPPPNH,4.59296678
RHMND_reverse,4.590690988
NTD4pp,4.584285276
4HTHRA_reverse,4.581111527
LPLIPAL2ATE161,4.571569173
RNTR4c2,4.556600408
PUNP2,4.550329764
SBTPD,4.543821947
LPLIPAL2G140,4.53107977
NTD7pp,4.523144191
PAPA180pp,4.52282505
POR5,4.503832691
PAPA160,4.497448149
3OAR60_reverse,4.492082896
ALPATE160pp,4.492064331
ADK1_reverse,4.491678236
ACCOAL,4.48786131
NTD11pp,4.485561924
GPDDA3,4.482408576
SUCBZL,4.479810623
ACOXT,4.465733755
PUNP3,4.455916086
ADSL2r_reverse,4.438355659
EAR120x,4.437163039
CPH4S,4.430928882
HMPK1,4.424379115
PUNP4,4.409912597
NTD8pp,4.406592886
DSERDHr,4.398756064
DHPTDNR,4.397009943
EAR40y,4.383275555
3OAR160_reverse,4.377823449
LPLIPAL1A181pp,4.376429943
LIPAMPL,4.376212182
DHBD_reverse,4.375490843
PPCSCT,4.374357528
PAPA120pp,4.31557077
3OAR40_reverse,4.299886902
PMANM_reverse,4.29510691
LPLIPAL1G161pp,4.276122829
FACOAL140t2pp,4.275776788
CSND,4.261612656
LPLIPAL2ATG120,4.239832478
EAR140y,4.235004068
GLCTR2,4.230750661
3OAS140,4.228023415
LPLIPAL2ATE120,4.226229102
DADK,4.215796718
PAPA180,4.214851639
NDPK8,4.214408438
ASPO6,4.2
KDOCT2,4.2
NNATr,4.2
OMPHHXy,4.196855045
UDCPDP,4.193440598
UDPGALPpp,4.193181649
LPLIPAL1E160pp,4.170528606
ACPPAT120,4.147044171
FDMO4,4.141892106
DHCIND,4.136240113
CYSTA,4.134175289
PAPA161pp,4.117479738
EAR141x,4.11730633
PLIPA2A160pp,4.113773754
LPLIPAL2ATG140,4.106165323
LKDRA,4.096764998
ACPPAT181,4.093843451
EAR80x,4.085249155
3OAR60,4.076839808
DURADx_reverse,4.058844866
MLTGY4pp,4.055832293
DHBD,4.052772426
CRNCDH_reverse,4.048134745
NDPK8_reverse,4.004968039
FBA3,4
PGAMT_reverse,4
THRS,4
LPLIPAL1A161pp,3.999445891
UGLCURPpp,3.988783823
TDPAGTA,3.984486089
LPLIPAL2ATG180,3.972880299
EAR60y,3.972401866
TDPDRR,3.968975677
ULA4NFT,3.968759801
LPLIPAL1G180pp,3.9555686
GLCTR3,3.947983868
3OAS60,3.947451754
RZ5PP,3.946434827
AGM3Pt2pp,3.943386042
LSERDHr,3.923714198
LIPAabcpp,3.920985718
NTD6,3.915570864
EAR121x,3.914555576
ACANTHAT,3.900718406
UDPGPpp,3.882598151
3HCINNMH,3.869848524
ASPTA,3.867124727
ICHORT,3.866090387
UACGALPpp,3.846353019
LPLIPAL1E161pp,3.832492479
NADHXE,3.816034308
APCS,3.808283019
IGPDH,3.8
HISTP,3.8
CLPNS161pp_reverse,3.792873317
3HAD40,3.784058214
UDPG4E,3.782725804
EAR60x,3.766796888
ATHRDHr,3.752698859
DAGK181,3.723962587
DADK_reverse,3.706604747
EAR100x,3.701355331
SELR,3.687089923
DUTPDP,3.669991124
FOMETRi,3.667970802
3OAS181,3.667821338
CYSDS,3.661771671
CYSSADS,3.655409553
NADHXE_reverse,3.654495706
NDPK2_reverse,3.651016014
LPLIPAL2A181,3.636607003
ADPRDP,3.619746579
DURIK1,3.614503133
MEPCT,3.6
KARA2,0.75
GLCS1,3.595301105
ACM6PH,3.586349103
EAR180x,3.578348705
O16AP2pp,3.558658272
CBPS,3.545737452
PLIPA1A160pp,3.540304502
NDPK4,3.538777581
EDTXS1,3.525487913
APH120,3.503599973
PRASCSi,3.5
RNDR3,3.490687441
LCARS,3.479224118
TYROXDApp,3.438063752
URIH,3.4328176
42A12BOOXpp,3.424990514
ASNN,3.412473633
ADK3_reverse,3.410887072
PLIPA1A180pp,3.401796593
TMDPP_reverse,3.384654847
PLIPA1E161pp,3.377300372
XYLI1_reverse,3.373315132
DHACOAH_reverse,3.370168248
FE3DCITR5,3.360666082
PLIPA2A181pp,3.356567354
MLDCP1App,3.347434427
NADH18pp,3.3469885
PPAKr,3.333441451
AIRC3,3.332286039
IPPMIa,3.323317467
TGBPA_reverse,3.322925725
GRXR,3.319518691
LDH_D2,3.305521855
HSTPT,3.3
DXPRIi,3.3
UAGCVT,3.3
ADSS,3.3
DSBAO2,3.298476863
3OAR40,3.296360494
PLIPA2G161pp,3.294420227
ORPT,3.289976644
LPLIPAL2G161,3.280021043
PLIPA2E141pp,3.279485008
KARA2_reverse,3.273874478
MDDCP4pp,3.269591448
3OAR180_reverse,3.267805433
UACGAMPpp,3.242381494
PLIPA2G180pp,3.241870823
GTPDPDP,3.226849766
MCPST,3.213539982
MN6PP,3.209170762
HETZK,3.206323894
ARGDCpp,3.205971678
DHNCOAT,3.199912821
MLDCP3App,3.186747251
POX,3.181068114
NNAM,3.161249892
LYSDC,3.158589029
LDH_D_reverse,3.136333087
OXCDC,3.13545753
FTHFD,3.131540263
NTD3,3.127580016
BSORx,3.107440404
LSERDHr_reverse,3.106879223
FLVR,3.102242285
HISTD,3.1
MPTG2,3.097721273
ICHORS_copy2_reverse,3.095411529
MOAT3C,3.090450389
PLIPA1E180pp,3.080990786
DHNPA2r_reverse,3.078378922
ASNS1,3.074693676
ENTERES,3.072544293
APH180,3.070320567
GMPR,3.067623358
PSD180,3.066444022
MTRPOX,3.064411675
AGPAT140,3.057857482
RNDR2,3.05495716
GPDDA5,3.051306006
5DKGR,3.041734363
CYTK2_reverse,3.027189431
CTBTCAL2,3.021568219
DCTPD,3.018661437
RNDR4,3.016523997
UDPKAAT,3.01171141
HEPT2,3.0102508
GP4GH,3.007985407
NADPHXD,3.006352074
GALUi,3.002658892
CLPNS140pp,2.998544044
SPODMpp,2.997192486
FBA3_reverse,2.99247456
ENTCS,2.992369783
PLIPA1G180pp,2.981030632
PSSA141,2.979321136
REPHACCOAI_reverse,2.973152094
FE3DHBZS3R,2.969519401
FRULYSDG_reverse,2.958839345
NADDP,2.955001511
GLYOX,2.950834268
G2PP,2.947453162
UGLT_reverse,2.946944409
PGLYCP,2.941901634
PGSA160,2.932724146
LPLIPAL2E161,2.928865516
CLPNS181pp_reverse,2.92376413
PLIPA2E120pp,2.914049288
PYNP2r_reverse,2.907470778
GLYAT,2.905633011
13PPDH2_reverse,2.903179107
3OAR140_reverse,2.901956452
ASPO3,2.900259355
XPPT,2.899972742
GPDDA1,2.899548644
TRPS1,2.897047896
UDPGDC,2.89694838
GGPTRCS,2.896775032
ARGSL_reverse,2.895606004
GLCATr,2.891233041
G1PTT,2.888930278
ARGDC,2.88785758
ACGAMT,2.885234773
LPLIPAL1A141pp,2.882042759
NDPK7_reverse,2.87566846
URDGLYCD,2.873761033
HEPT1,2.873620097
5DGLCNR,2.868521334
CDAPPA161,2.863873904
MLTP3_reverse,2.860901911
HEMEOS,2.86018961
NADH9,2.859285127
NTPP6,2.850466428
ALLPI_reverse,2.849493349
BMOGDS2,2.848774309
HPYRI_reverse,2.847867844
LIPACabcpp,2.847477629
FACOAE60,2.843701538
BWCOS,2.842242537
NDPK5_reverse,2.83998355
VPAMTr_reverse,2.835499721
MALTATr_reverse,2.834124086
NTP10,2.833360639
NTD5,2.833121242
NADHPO,2.831605424
FLVRx,2.827343153
NTPP2,2.82564688
2MAHMP,2.825135649
APH161,2.823554226
CYANSTpp,2.822848201
UPPRT,2.820204352
APPLDHr,2.818825296
CRNCAL2,2.817578616
LPLIPAL2G160,2.815762344
RMPA_reverse,2.813324451
LPLIPAL2A160,2.81214547
ADPT,2.810089916
FEOXAMR2,2.809913335
LPLIPAL2G181,2.804464022
LPLIPAL2G180,2.804458336
MGSA,2.803234014
ARGSS,2.8
ACOXT_reverse,2.79922567
ALKP,2.797603743
DHNPTE_reverse,2.795846578
CBMKr_reverse,2.795083874
DKGLCNR1,2.793867917
DGK1_reverse,2.792652533
GTHOr_reverse,2.789249037
ADOCBLS,2.787769605
NTP11,2.785509321
GOFUCR,2.783972887
ADK3,2.783610494
ALR2,2.781552842
GLCATr_reverse,2.777813841
TMDK1,2.773189814
CYTDK1,2.772626139
IDOND2,2.770545895
DHCURR,2.769159161
CURR,2.769138867
AGM3PH,2.765126984
AGM4PH,2.76512089
ECA4OALpp,2.764379668
CBLAT,2.763717949
AI2K,2.761405995
NTD8,2.760940051
PPAKr_reverse,2.760805224
G1PP,2.756016756
PGPP140,2.755892927
NDPK7,2.755839146
PPPGO,2.753661544
DGK1,2.749524328
PUNP5_reverse,2.748472911
G3PAT120,2.746237533
RNDR1,2.745251464
NDPK6_reverse,2.744949588
R5PP,2.744817122
UAGAAT_reverse,2.743078245
G3PT,2.742729258
G6PP,2.741873177
2DOXG6PP,2.74036
NDPK5,2.740253748
NDPK6,2.737659874
NTP12,2.736850551
METNA,2.735765508
COLIPAabcpp,2.73555332
PUNP2_reverse,2.73429003
FDMO2,2.729344167
CLPNS180pp_reverse,2.728989428
LKDRA_reverse,2.727614198
ARHGDx_reverse,2.724676211
NDPK1_reverse,2.723851957
PUNP3_reverse,2.723162366
ACOATA_reverse,2.722774982
LPLIPAL2ATE140,2.720933386
APG3PAT120,2.718076582
13PPDH2,2.717605353
THZPSN3,2.716398919
LPLIPAL2ATE181,2.713638482
PGSA181,2.713055092
NTPP11,2.712467837
MPTS,2.709358146
LPLIPAL1G160pp,2.708793212
RU5PP,2.706442001
PPA2,2.704976958
2AGPGAT180,2.704821055
PRPPS_reverse,2.702068335
LPLIPAL2ATE180,2.701834014
LPLIPAL2ATG141,2.701818335
FDMO,2.701700552
NTD9,2.70144343
NTD2,2.700768428
MTHFR2,2.7
NTD7,2.699119262
G3PAT141,2.696933519
FDMO6,2.695512202
ACPPAT180,2.694187814
ACPPAT140,2.693744778
APG3PAT161,2.69304147
3HAD140,2.691389118
2DDARAA_reverse,2.691224576
GLUTRR,2.689161664
PAI2I,2.688471141
DURIPP_reverse,2.686743862
MECDPDH5,2.685280858
QUINDHyi,2.68356724
PLIPA2E140pp,2.681151468
2AGPGAT160,2.680322295
ASPO5,2.679531315
2AGPGAT141,2.679344482
2AGPGAT161,2.679343137
2DGULRGy,2.66974466
LPLIPAL1E141pp,2.669203166
LPLIPAL1E140pp,2.668738932
LPLIPAL1G120pp,2.668736887
LPLIPAL1A120pp,2.668736528
HCYSMT2,2.667646856
DASYN181,2.666743221
HPYRRy,2.666180689
DPR,2.662494234
TRE6PP,2.660361567
CYTDK2,2.655302598
LGTHL,2.65484405
NTPP4,2.654188651
PGPP161,2.65213746
DASYN120,2.651247922
PAPA141,2.650805708
PGPP160pp,2.649625138
PGSA120,2.649353594
PGSA140,2.649340104
TYRPpp,2.64918869
ADCS,2.646549357
FCLT,2.645565747
PAI2T,2.645423567
PGPP180pp,2.645273151
NTD12,2.644786795
NTPP8,2.644778836
MCOATA_reverse,2.644130471
NTPP7,2.643847628
METSOXR1,2.643360614
NTP3pp,2.642846005
PGPP160,2.641597312
PGPP140pp,2.64140101
PGPP181pp,2.641341811
PGPP161pp,2.641280404
FA100ACPHi,2.641086055
FA80ACPHi,2.641051847
I4FE4ST,2.640309857
OPHBDC,2.640271931
APH140,2.640056312
APH141,2.640042117
LCARSyi,2.639136181
I2FE2SS2,2.638168762
DNTPPA,2.637112831
PAPA140pp,2.636793949
FEROpp,2.634981481
APG3PAT181,2.633714615
VALTA,2.631420285
PMDPHT,2.631005677
PUNP6_reverse,2.629065276
METSOXR2,2.628384543
HBZOPT,2.628065561
UPP3MT,2.626496486
4ABZGLUH,2.62541073
3HAD180,2.624961622
PAPA160pp,2.624528766
PDX5PS,2.623201844
QUINDH,2.622014771
URIK2,2.620450926
MTAN,2.61983284
TAUDO,2.617322491
I2FE2SS,2.617023767
UM3PL,2.61702265
ADK4,2.616871766
DAGK160,2.616387816
DAGK140,2.616381282
EAR161y,2.607673984
EAR141y,2.606946614
CPPPGO2,2.606549216
PUNP4_reverse,2.606208172
ACBIPGT,2.605474498
PLIPA2E160pp,2.605432493
AM3PA,2.601989293
KAS14,2.600828717
I2FE2ST,2.59823373
3OAR180,2.596279413
PLIPA2A161pp,2.592180022
PLIPA1G161pp,2.592030667
PLIPA1G181pp,2.59198648
PLIPA2G120pp,2.591971202
PLIPA1G140pp,2.591969017
PLIPA2G160pp,2.591968785
PLIPA1A181pp,2.591968371
PLIPA1G160pp,2.591967537
PLIPA2E161pp,2.591966699
NTD10,2.59087161
NTD11,2.590486766
ADOCBIK,2.589738551
E4PD,2.589570043
UM4PCP,2.589258585
PLIPA1E160pp,2.58865495
PLIPA2A141pp,2.588651763
PLIPA2A140pp,2.588651399
PLIPA2A120pp,2.588647388
ASPO4,2.587854182
TRPS2,2.585890304
NAMNPP,2.585749939
UM4PL,2.585700149
NMNAT,2.585198796
I2FE2SR,2.583812235
TMK,2.583798986
MALCOAMT,2.583725733
S2FE2ST,2.583679351
GLYOX3,2.583652841
OPHHXy,2.583649609
PYDXK,2.583623571
PACOAT,2.58360534
PYDXNK,2.583569649
PYAM5PO,2.583568373
S2FE2SS,2.583559873
ALDD19xr_reverse,2.583544086
PYDAMK,2.583526646
LIPOS,2.583487263
ALATA_D2,2.583474166
LIPOCT,2.583462618
DAGK180,2.583433408
DAGK141,2.583418567
GPDDA2,2.583416967
GPDDA4,2.583408716
PLIPA2G181pp,2.583406292
AGPAT120,2.583400542
CDAPPA140,2.583397202
AGPAT180,2.583395258
LPLIPAL2E140,2.58336528
LPLIPAL2E120,2.58335822
FACOAE80,2.583357162
AACPS1,2.583357079
AACPS5,2.583356539
AACPS2,2.583356281
AACPS9,2.583355995
LPLIPAL2A141,2.58335505
PAPA181pp,2.583354377
LPLIPAL2A120,2.583354286
PLIPA1A141pp,2.583352869
3OAS100,2.583352581
3OAS121,2.583352056
PGPP141,2.583350772
G3PAT180,2.583350479
PLIPA2E181pp,2.583349826
LPLIPAL1E180pp,2.583349357
3OAS80,2.583349257
3OAS141,2.583349211
LPLIPAL1G141pp,2.583349081
3OAR161,2.583348867
PLIPA1E120pp,2.583348771
PGPP120,2.583348755
PLIPA1G141pp,2.583348712
PLIPA2G140pp,2.583348359
LPLIPAL2E181,2.583347965
LPLIPAL1G181pp,2.583347875
LPLIPAL2E141,2.583347719
PLIPA2G141pp,2.583347702
LPLIPAL1E181pp,2.583347684
LPLIPAL2G120,2.583347354
T2DECAI,2.583347322
3OAS161,2.58334716
3HAD160,2.583347141
3OAS160,2.583346903
LPLIPAL2G141,2.583346526
PLIPA1G120pp,2.583346314
PLIPA2E180pp,2.583346191
PLIPA1E140pp,2.583346183
LPLIPAL1A180pp,2.583346126
3HAD120,2.583345897
3OAS120,2.583345808
PLIPA1E181pp,2.583345668
LPLIPAL2A140,2.583345659
PLIPA2A180pp,2.583345276
PLIPA1A140pp,2.583344811
PLIPA1E141pp,2.583344602
PLIPA1A120pp,2.58334457
3HAD121,2.583344388
LPLIPAL1G140pp,2.583344266
3OAR100,2.583343984
EAR160y,2.583342979
3OAR141,2.583342894
EAR160x,2.58334286
3OAR80,2.583342672
EAR180y,2.583342317
EAR121y,2.583342308
3HAD100,2.583342088
3OAR160,2.583341933
3HAD80,2.583341922
EAR100y,2.583341847
3OAR120,2.583341626
EAR80y,2.583341413
3HAD161,2.583341131
3OAR121,2.583340814
EAR161x,2.583340733
EAR120y,2.583340346
3HAD141,2.58333992
THDPS,2.4
GF6PTA,2.2
ATPPRT,2.2
IMPD,1.8
MPTSS,1.7
DHNPA2r,1.7
ADCL,1.4
3OAR140,1.3
CDPMEK,1.3
NADK,1.1
DXPS,1.1
UPP3S,1
IPDPS,0.86
UPPDC1,0.81
KDOPS,0.72
MPTAT,0.68
DPCOAK,0.64
PTPATi,0.55
PMPK,0.5
NNDPR,0.46
QULNS,0.46
DB4PS,0.34
SHCHD2,0.34
SHCHF,0.34
APRAUR,0.32
DHPPDA2,0.32
OCTDPS,0.3
PNTK,0.27
CPPPGO,0.25
PPBNGS,0.24
TMPK,0.23
CHRPL,0.23
DHFS,0.23
DHPS2,0.2
HPPK2,0.16
PPNCL2,0.15
PPCDC,0.15
UDCPDPS,0.14
HMBS,0.13
PPPGO3,0.12
GART,0.12
GRTT,0.12
DMATT,0.12
GTPCII2,0.12
DMPPS,0.11
MECDPS,0.09
G1SAT,0.09
FMNAT,0.09
RBFK,0.09
GLUTRS,0.09
ASP1DC,0.07
NADS1,0.05
RBFSa,0.01
RBFSb,0.03
AHCYSNS,0.03
PDX5POi,0.03
TMPPP,0.02
MOCOS,0.02
BMOCOS,0.02
PERD,0.02
GCALDD,0.02
PANTS,0.02
5DOAN,0.01
ICYSDS,0.01
MOHMT,0.01
PUNP1_reverse,0.01
ADNK1,0.008
GTPCI,0.008
AMPMS2,0.007
TYRL,0.006
METAT,0.006
PMEACPE,0.004
RHCCE,0.003
BTS5,0.002
I4FE4SR,0.002
OHPBAT,0.001
AOXSr2,0.001
AMAOTr,0.001
DBTS,0.0005
OGMEACPS,6.80E-05
OPMEACPR,3.40E-05
OGMEACPR,3.40E-05
EPMEACPR,3.00E-05
EGMEACPR,3.00E-05
OPMEACPS,2.40E-05
OGMEACPD,2.20E-05
OPMEACPD,2.20E-05
OMCDC,94.24333932
GTPHs,4.744990075
NADPPPS,10.17508359
FESD2s,38.13960744
ACGAM1PPpp,140.4241301
CMPN,13.83715968
NADN,6.35246239
ACONIs,3.545897633
URIC,16.8439642
G5SADs,15.60943207
GUR1PPpp,15.60525385
NMNN,3.482992932
CLPNH140pp,3.21404032
DHGLYH,2.659439176
SELGTHR3,4.101952297
O16GLCT2,6.676244502
HEX4,6.480175068
MTHTHFSs,2.583499704
ATPHs,4.216177801
CLPNH160pp,79.11435343
ThDPAT,5.966088302
CPGNR1,34.577309
ACONIs_reverse,3.436800788
NADPHHR,10.08940283
FESD1s,16.27702791
ACGAL1PPpp,2.99304373
CLPNH141pp,3.184156964
NADHHS,85.86820176
CLPNH120pp,7.035284611
SELGTHR,7.472230936
MOX,5.690527935
DHBSH,3.547752677
FECRMR3,3.505988803
HYPOE,3.600550783
NADPHHS,9.63130572
METOX2s,8.956527626
ALDD4,5.040121414
SELGTHR2,3.012122968
DATPHs,3.149702043
DM_mththf_c,2.58343961
NADHHR,5.017582429
LALDO3,4.084045277
DHORDfum,2.832586952
FECRMR2,7.295284859
CBMD,3.565243398
FE3HOXR2,5.020995403
FEENTERexs,2.811167589
CLPNH180pp,3.551294728
FECRMexs,6.476409562
R1PK,4.152379717
GUACYC,4.840306152
CPGNR3,10.1556174
ARBTNR1,5.581873644
ARBTNR3,8.417229355
DNMPPA,2.606060496
PDX5PO2,2.596703214
FECRMR1,3.060763365
CLPNH161pp,6.235793149
CPGNR2,20.9515612
H2SO,2.600143302
DM_4crsol_c,2.629670691
FE3HOXR1,5.665497507
UDCPPtppi,3.729906535
CPGNexs,3.867826019
METOX1s,4.412529836
FE3HOXR3,8.042145112
FALGTHLs,10.02971671
DM_5drib_c,2.63381277
CDGS,7.676693931
CLPNH181pp,3.994925672
FEENTERR3,2.789470083
FE3HOXexs,11.16453931
ARBTNR2,6.445439333
FALGTHLs_reverse,3.647923699
FEENTERR1,5.398430446
DM_oxam_c,3.030402181
FEENTERR2,2.821367905
FTHFLi,5.924852207
FE3DCITexs,2.616787631
FEOXAMexs,7.268546661
ARBTNexs,2.789641802
OPHHX3,2.616431603
DM_aacald_c,2.71713171
AOBUTDs,2.58344896
OMMBLHX3,2.772755169
DM_amob_c,2.584458185
AACTOOR,2.58354065
DHPTDCs2,2.583832251
OXAMTC,2.794356788
